"","part_id","frequency_multi","n","cont_id","phys_contact","cnt_age_est_min","cnt_age_est_max","cnt_age_exact"
"1",2000109,"daily",1,200010003,1,55,64,NA
"2",2000110,"daily",1,200010001,1,55,64,NA
"3",2000111,"daily",1,200010002,1,55,64,NA
"4",2000112,"daily",1,200010001,1,55,64,NA
"5",2000114,"daily",1,200010005,1,55,64,NA
"6",2000115,"daily",1,200010006,1,55,64,NA
"7",2000116,"daily",1,200010007,1,55,64,NA
"8",2000118,"daily",1,200010010,1,55,64,NA
"9",2000119,"daily",1,200010015,1,55,64,NA
"10",2000120,"daily",1,200010018,1,55,64,NA
"11",2000121,"daily",1,200010019,1,55,64,NA
"12",2000122,"daily",1,200010020,1,55,64,NA
"13",2000123,"daily",1,200010024,1,55,64,NA
"14",2000124,"daily",1,200010025,1,55,64,NA
"15",2000125,"daily",1,200010028,1,55,64,NA
"110",2000126,"daily",1,200010029,1,55,64,NA
"28",2000126,"monthly",2,200010031,1,45,54,NA
"31",2000126,"monthly",2,200010032,1,45,54,NA
"111",2000127,"daily",1,200010035,1,55,64,NA
"29",2000127,"monthly",1,200010039,1,1,4,NA
"112",2000128,"daily",1,200010044,1,55,64,NA
"113",2000130,"daily",1,200010045,1,55,64,NA
"114",2000131,"daily",1,200010046,1,55,64,NA
"115",2000132,"daily",1,200010049,1,55,64,NA
"116",2000133,"daily",1,200010051,1,55,64,NA
"117",2000134,"daily",1,200010052,1,55,64,NA
"118",2000135,"daily",1,200010055,1,55,64,NA
"119",2000136,"daily",1,200010056,1,55,64,NA
"120",2000138,"daily",1,200010057,1,55,64,NA
"121",2000139,"daily",1,200010058,1,55,64,NA
"122",2000140,"daily",1,200010059,1,55,64,NA
"123",2000141,"daily",1,200010060,1,55,64,NA
"124",2000209,"daily",1,200020005,1,55,64,NA
"125",2000210,"daily",1,200020004,1,55,64,NA
"126",2000211,"daily",1,200020003,1,55,64,NA
"127",2000214,"daily",1,200020001,1,55,64,NA
"128",2000216,"daily",1,200020002,1,55,64,NA
"129",2000218,"daily",1,200020006,1,55,64,NA
"130",2000219,"daily",1,200020008,1,55,64,NA
"131",2000220,"daily",1,200020011,1,55,64,NA
"132",2000221,"daily",1,200020013,1,55,64,NA
"133",2000222,"daily",1,200020016,1,55,64,NA
"134",2000223,"daily",1,200020018,1,55,64,NA
"135",2000224,"daily",1,200020021,1,55,64,NA
"136",2000226,"a few times a year",1,200020029,1,55,64,NA
"210",2000226,"daily",1,200020027,1,55,64,NA
"137",2000228,"daily",1,200020030,1,55,64,NA
"138",2000231,"daily",1,200020031,1,55,64,NA
"139",2000234,"daily",1,200020040,1,55,64,NA
"140",2000235,"daily",1,200020047,1,55,64,NA
"141",2000237,"daily",1,200020049,1,55,64,NA
"211",2000237,"first time",2,200020056,1,65,69,NA
"32",2000237,"first time",2,200020057,1,55,64,NA
"142",2000238,"daily",1,200020058,1,55,64,NA
"143",2000239,"daily",1,200020064,1,55,64,NA
"144",2000240,"daily",1,200020070,1,25,34,NA
"145",2000241,"daily",1,200020076,1,55,64,NA
"146",2000409,"daily",1,200040001,1,55,64,NA
"147",2000410,"daily",1,200040002,1,55,64,NA
"148",2000411,"daily",1,200040003,1,55,64,NA
"149",2000412,"daily",1,200040001,1,55,64,NA
"150",2000418,"daily",1,200040002,1,55,64,NA
"151",2000419,"daily",1,200040003,1,55,64,NA
"152",2000420,"daily",1,200040008,1,55,64,NA
"153",2000421,"daily",1,200040010,1,55,64,NA
"154",2000423,"daily",1,200040012,1,55,64,NA
"155",2000424,"daily",1,200040013,1,55,64,NA
"156",2000426,"daily",1,200040014,1,55,64,NA
"212",2000426,"monthly",1,200040017,1,1,4,NA
"157",2000427,"daily",1,200040018,1,55,64,NA
"158",2000428,"daily",1,200040019,1,55,64,NA
"213",2000428,"monthly",2,200040020,1,1,4,NA
"33",2000428,"monthly",2,200040021,1,1,4,NA
"159",2000430,"daily",1,200040030,1,55,64,NA
"214",2000430,"monthly",2,200040034,1,1,4,NA
"34",2000430,"monthly",2,200040033,1,1,4,NA
"160",2000431,"daily",1,200040035,1,55,64,NA
"161",2000432,"daily",1,200040039,1,55,64,NA
"162",2000435,"daily",1,200040040,1,55,64,NA
"163",2000436,"daily",1,200040050,1,55,64,NA
"164",2000437,"daily",1,200040051,1,55,64,NA
"165",2000512,"daily",1,200050001,1,45,54,NA
"166",2000513,"daily",1,200050003,1,45,54,NA
"167",2000515,"daily",1,200050004,1,45,54,NA
"168",2000517,"daily",1,200050007,1,45,54,NA
"169",2000518,"daily",1,200050010,1,45,54,NA
"170",2000519,"daily",1,200050011,1,45,54,NA
"171",2000520,"daily",1,200050012,1,45,54,NA
"172",2000521,"daily",1,200050013,1,45,54,NA
"215",2000521,"monthly",1,200050015,1,85,100,NA
"35",2000521,"weekly",1,200050014,1,25,34,NA
"173",2000522,"daily",1,200050016,1,45,54,NA
"174",2000523,"daily",1,200050017,1,45,54,NA
"175",2000609,"daily",1,200060001,1,55,64,NA
"176",2000611,"daily",1,200060002,1,55,64,NA
"177",2000614,"daily",1,200060001,1,55,64,NA
"178",2000709,"daily",1,200070001,1,75,79,NA
"179",2000710,"daily",1,200070002,1,75,79,NA
"180",2000718,"daily",1,200070001,1,75,79,NA
"181",2000721,"daily",1,200070002,1,75,79,NA
"182",2000723,"daily",1,200070003,1,75,79,NA
"183",2000724,"a few times a year",2,200070011,1,25,34,NA
"216",2000724,"a few times a year",2,200070010,1,20,24,NA
"36",2000724,"daily",1,200070006,1,75,79,NA
"41",2000724,"monthly",3,200070007,1,45,54,NA
"51",2000724,"monthly",3,200070008,1,45,54,NA
"61",2000724,"monthly",3,200070009,1,15,19,NA
"184",2000726,"daily",1,200070017,1,75,79,NA
"217",2000726,"monthly",3,200070018,1,45,54,NA
"37",2000726,"monthly",3,200070019,1,45,54,NA
"42",2000726,"monthly",3,200070020,1,20,24,NA
"185",2000727,"daily",1,200070023,1,75,79,NA
"218",2000727,"monthly",2,200070024,1,45,54,NA
"38",2000727,"monthly",2,200070026,1,20,24,NA
"186",2000728,"daily",1,200070028,1,75,79,NA
"219",2000728,"monthly",3,200070029,1,15,19,NA
"39",2000728,"monthly",3,200070030,1,70,74,NA
"43",2000728,"monthly",3,200070031,1,65,69,NA
"187",2000730,"daily",1,200070032,1,75,79,NA
"220",2000730,"monthly",2,200070034,1,65,69,NA
"310",2000730,"monthly",2,200070033,1,70,74,NA
"188",2000731,"daily",1,200070036,1,75,79,NA
"221",2000731,"monthly",2,200070038,1,70,74,NA
"311",2000731,"monthly",2,200070039,1,70,74,NA
"189",2000735,"daily",1,200070040,1,75,79,NA
"190",2000736,"daily",1,200070041,1,75,79,NA
"191",2000738,"daily",1,200070044,1,75,79,NA
"192",2000739,"daily",1,200070048,1,75,79,NA
"193",2000740,"daily",1,200070053,1,75,79,NA
"194",2000742,"daily",1,200070056,1,75,79,NA
"195",2000834,"daily",1,200080013,1,25,34,NA
"196",2000925,"weekly",1,200090001,1,35,44,NA
"197",2001010,"daily",1,200100002,1,55,64,NA
"198",2001109,"daily",1,200110003,1,25,34,NA
"199",2001110,"daily",1,200110006,1,55,64,NA
"1100",2001115,"daily",1,200110007,1,55,64,NA
"1101",2001116,"daily",1,200110009,1,55,64,NA
"1102",2001121,"daily",1,200110012,1,55,64,NA
"1103",2001123,"daily",1,200110015,1,55,64,NA
"1104",2001124,"daily",1,200110016,1,55,64,NA
"1105",2001135,"daily",1,200110022,1,55,64,NA
"1106",2001136,"daily",1,200110023,1,55,64,NA
"1107",2001138,"daily",1,200110024,1,55,64,NA
"1108",2001139,"daily",1,200110025,1,55,64,NA
"1109",2001142,"daily",1,200110026,1,55,64,NA
"1110",2001143,"daily",1,200110030,1,55,64,NA
"222",2001143,"weekly",3,200110027,1,35,44,NA
"312",2001143,"weekly",3,200110028,1,5,9,NA
"44",2001143,"weekly",3,200110029,1,5,9,NA
"1111",2001209,"daily",1,200120002,1,55,64,NA
"1112",2001210,"a few times a year",1,200120008,1,45,54,NA
"223",2001210,"daily",1,200120003,1,55,64,NA
"1113",2001211,"daily",1,200120001,1,55,64,NA
"1114",2001213,"daily",1,200120001,1,55,64,NA
"1115",2001216,"daily",1,200120003,1,55,64,NA
"1116",2001218,"daily",1,200120006,1,55,64,NA
"1117",2001219,"daily",1,200120007,1,55,64,NA
"1118",2001220,"daily",1,200120009,1,55,64,NA
"1119",2001221,"daily",1,200120013,1,55,64,NA
"1120",2001222,"daily",1,200120016,1,55,64,NA
"1121",2001223,"daily",1,200120022,1,55,64,NA
"1122",2001225,"daily",1,200120024,1,55,64,NA
"1123",2001226,"daily",1,200120027,1,55,64,NA
"1124",2001227,"daily",1,200120035,1,55,64,NA
"1125",2001228,"daily",1,200120037,1,55,64,NA
"1126",2001230,"daily",1,200120041,1,55,64,NA
"1127",2001231,"daily",1,200120042,1,55,64,NA
"1128",2001232,"daily",1,200120043,1,55,64,NA
"1129",2001233,"daily",1,200120050,1,55,64,NA
"1130",2001234,"daily",1,200120056,1,55,64,NA
"1131",2001235,"daily",1,200120061,1,55,64,NA
"1132",2001236,"daily",1,200120063,1,55,64,NA
"1133",2001240,"daily",1,200120064,1,55,64,NA
"1134",2001241,"daily",1,200120065,1,55,64,NA
"1135",2001309,"daily",2,200130006,1,70,74,NA
"224",2001309,"daily",2,200130003,1,70,74,NA
"1136",2001310,"daily",2,200130001,1,70,74,NA
"225",2001310,"daily",2,200130004,1,70,74,NA
"1137",2001311,"daily",2,200130002,1,70,74,NA
"226",2001311,"daily",2,200130005,1,70,74,NA
"1138",2001312,"daily",2,200130001,1,70,74,NA
"227",2001312,"daily",2,200130002,1,70,74,NA
"1139",2001313,"daily",2,200130003,1,70,74,NA
"228",2001313,"daily",2,200130004,1,70,74,NA
"1140",2001314,"daily",2,200130005,1,70,74,NA
"229",2001314,"daily",2,200130006,1,70,74,NA
"1141",2001315,"daily",2,200130008,1,70,74,NA
"230",2001315,"daily",2,200130007,1,70,74,NA
"1142",2001317,"daily",2,200130009,1,70,74,NA
"231",2001317,"daily",2,200130010,1,70,74,NA
"1143",2001318,"daily",2,200130012,1,70,74,NA
"232",2001318,"daily",2,200130011,1,70,74,NA
"1144",2001319,"daily",2,200130013,1,70,74,NA
"233",2001319,"daily",2,200130014,1,70,74,NA
"1145",2001320,"daily",2,200130016,1,70,74,NA
"234",2001320,"daily",2,200130015,1,70,74,NA
"1146",2001321,"daily",2,200130017,1,70,74,NA
"235",2001321,"daily",2,200130018,1,70,74,NA
"1147",2001322,"daily",2,200130020,1,70,74,NA
"236",2001322,"daily",2,200130019,1,70,74,NA
"1148",2001323,"daily",2,200130021,1,70,74,NA
"237",2001323,"daily",2,200130022,1,70,74,NA
"1149",2001324,"daily",2,200130023,1,70,74,NA
"238",2001324,"daily",2,200130024,1,70,74,NA
"1150",2001325,"daily",2,200130025,1,70,74,NA
"239",2001325,"daily",2,200130026,1,70,74,NA
"1151",2001326,"daily",2,200130027,1,70,74,NA
"240",2001326,"daily",2,200130028,1,70,74,NA
"1152",2001327,"daily",2,200130029,1,70,74,NA
"241",2001327,"daily",2,200130030,1,70,74,NA
"1153",2001328,"daily",2,200130031,1,70,74,NA
"242",2001328,"daily",2,200130032,1,70,74,NA
"1154",2001329,"daily",2,200130034,1,70,74,NA
"243",2001329,"daily",2,200130033,1,70,74,NA
"1155",2001330,"daily",2,200130036,1,70,74,NA
"244",2001330,"daily",2,200130035,1,70,74,NA
"1156",2001331,"daily",2,200130037,1,70,74,NA
"245",2001331,"daily",2,200130038,1,70,74,NA
"1157",2001332,"daily",2,200130040,1,70,74,NA
"246",2001332,"daily",2,200130039,1,70,74,NA
"1158",2001333,"daily",2,200130041,1,70,74,NA
"247",2001333,"daily",2,200130042,1,70,74,NA
"1159",2001334,"daily",2,200130044,1,70,74,NA
"248",2001334,"daily",2,200130043,1,70,74,NA
"1160",2001335,"daily",2,200130045,1,70,74,NA
"249",2001335,"daily",2,200130046,1,70,74,NA
"1161",2001336,"daily",2,200130048,1,70,74,NA
"250",2001336,"daily",2,200130047,1,70,74,NA
"1162",2001337,"daily",2,200130049,1,70,74,NA
"251",2001337,"daily",2,200130050,1,70,74,NA
"1163",2001338,"daily",2,200130051,1,70,74,NA
"252",2001338,"daily",2,200130052,1,70,74,NA
"1164",2001339,"daily",2,200130053,1,70,74,NA
"253",2001339,"daily",2,200130054,1,70,74,NA
"1165",2001340,"daily",2,200130055,1,70,74,NA
"254",2001340,"daily",2,200130056,1,70,74,NA
"1166",2001341,"daily",2,200130057,1,70,74,NA
"255",2001341,"daily",2,200130058,1,70,74,NA
"1167",2001342,"daily",2,200130059,1,75,79,NA
"256",2001342,"daily",2,200130060,1,70,74,NA
"1168",2001635,"monthly",1,200160021,1,55,64,NA
"1169",2001638,"monthly",1,200160022,1,55,64,NA
"1170",2001641,"monthly",1,200160023,1,55,64,NA
"1171",2001710,"daily",1,200170001,1,75,79,NA
"1172",2001711,"daily",1,200170002,1,75,79,NA
"1173",2001712,"daily",1,200170001,1,75,79,NA
"1174",2001713,"daily",1,200170002,1,75,79,NA
"1175",2001714,"daily",1,200170003,1,75,79,NA
"1176",2001715,"daily",1,200170004,1,75,79,NA
"1177",2001717,"daily",1,200170005,1,75,79,NA
"1178",2001718,"daily",1,200170006,1,75,79,NA
"1179",2001719,"a few times a year",1,200170008,1,45,54,NA
"257",2001719,"daily",1,200170007,1,75,79,NA
"1180",2001720,"daily",1,200170009,1,75,79,NA
"1181",2001721,"daily",1,200170010,1,75,79,NA
"1182",2001722,"daily",1,200170011,1,75,79,NA
"1183",2001723,"daily",1,200170012,1,75,79,NA
"1184",2001724,"daily",1,200170013,1,75,79,NA
"1185",2001725,"daily",1,200170014,1,75,79,NA
"1186",2001726,"daily",1,200170016,1,80,84,NA
"1187",2001727,"daily",1,200170017,1,80,84,NA
"1188",2001728,"daily",1,200170018,1,80,84,NA
"1189",2001730,"daily",1,200170020,1,80,84,NA
"1190",2001731,"daily",1,200170021,1,80,84,NA
"1191",2001732,"daily",1,200170022,1,80,84,NA
"1192",2001733,"daily",1,200170023,1,80,84,NA
"1193",2001734,"daily",1,200170024,1,80,84,NA
"1194",2001736,"daily",1,200170025,1,80,84,NA
"1195",2001737,"daily",1,200170026,1,80,84,NA
"1196",2001739,"daily",1,200170027,1,80,84,NA
"1197",2001740,"daily",1,200170028,1,80,84,NA
"1198",2001741,"daily",1,200170029,1,80,84,NA
"1199",2001742,"daily",1,200170030,1,80,84,NA
"1200",2001809,"daily",1,200180002,1,55,64,NA
"1201",2001810,"daily",1,200180001,1,55,64,NA
"1202",2001811,"daily",1,200180003,1,55,64,NA
"1203",2001812,"daily",1,200180001,1,55,64,NA
"1204",2001813,"daily",1,200180002,1,55,64,NA
"1205",2001814,"daily",1,200180003,1,55,64,NA
"1206",2001815,"daily",1,200180004,1,55,64,NA
"1207",2001817,"daily",1,200180006,1,55,64,NA
"1208",2001818,"daily",1,200180007,1,55,64,NA
"1209",2001819,"daily",1,200180008,1,55,64,NA
"1210",2001820,"daily",1,200180009,1,55,64,NA
"1211",2001821,"daily",1,200180010,1,55,64,NA
"1212",2001822,"daily",1,200180011,1,55,64,NA
"1213",2001823,"daily",1,200180012,1,55,64,NA
"1214",2001824,"daily",1,200180013,1,55,64,NA
"1215",2001825,"daily",1,200180016,1,55,64,NA
"1216",2001826,"daily",1,200180017,1,55,64,NA
"1217",2001827,"daily",1,200180018,1,55,64,NA
"1218",2001828,"daily",1,200180021,1,55,64,NA
"1219",2001829,"daily",1,200180022,1,55,64,NA
"1220",2001830,"daily",1,200180023,1,55,64,NA
"1221",2001831,"daily",1,200180024,1,55,64,NA
"1222",2001832,"daily",1,200180025,1,55,64,NA
"1223",2001833,"daily",1,200180026,1,55,64,NA
"1224",2001834,"daily",1,200180027,1,55,64,NA
"1225",2001835,"daily",1,200180028,1,55,64,NA
"1226",2001836,"daily",1,200180029,1,55,64,NA
"1227",2001837,"daily",1,200180030,1,55,64,NA
"1228",2001838,"daily",1,200180031,1,55,64,NA
"1229",2001839,"daily",1,200180032,1,55,64,NA
"1230",2001840,"daily",1,200180033,1,55,64,NA
"1231",2001841,"daily",1,200180034,1,55,64,NA
"1232",2001842,"daily",1,200180035,1,55,64,NA
"1233",2001843,"daily",1,200180036,1,55,64,NA
"1234",2001913,"daily",7,200190006,1,NA,NA,NA
"258",2001913,"daily",7,200190007,1,NA,NA,NA
"313",2001913,"daily",7,200190001,1,25,29,NA
"45",2001913,"daily",7,200190002,1,25,34,NA
"52",2001913,"daily",7,200190003,1,25,34,NA
"62",2001913,"daily",7,200190004,1,1,4,NA
"71",2001913,"daily",7,200190005,1,25,34,NA
"1235",2001914,"daily",4,200190011,1,NA,NA,NA
"259",2001914,"daily",4,200190008,1,25,29,NA
"314",2001914,"daily",4,200190009,1,25,34,NA
"46",2001914,"daily",4,200190010,1,NA,NA,NA
"1236",2001938,"daily",2,200190016,1,25,29,NA
"260",2001938,"daily",2,200190017,1,25,34,NA
"1237",2002136,"daily",2,200210002,1,25,34,NA
"261",2002136,"daily",2,200210001,1,25,29,NA
"1238",2002137,"daily",2,200210003,1,25,29,NA
"262",2002137,"daily",2,200210004,1,25,34,NA
"1239",2002138,"daily",2,200210006,1,25,34,NA
"263",2002138,"daily",2,200210005,1,25,29,NA
"1240",2002139,"daily",2,200210007,1,25,29,NA
"264",2002139,"daily",2,200210008,1,25,34,NA
"1241",2002221,"daily",3,200220003,1,5,11,NA
"265",2002221,"daily",3,200220001,1,40,44,NA
"315",2002221,"daily",3,200220002,1,35,44,NA
"1242",2002224,"daily",3,200220034,1,40,44,NA
"266",2002224,"daily",3,200220035,1,35,44,NA
"316",2002224,"daily",3,200220036,1,5,11,NA
"1243",2002225,"daily",3,200220037,1,40,44,NA
"267",2002225,"daily",3,200220038,1,35,44,NA
"317",2002225,"daily",3,200220039,1,5,11,NA
"1244",2002228,"daily",3,200220042,1,5,11,NA
"268",2002228,"daily",3,200220041,1,35,44,NA
"318",2002228,"daily",3,200220040,1,40,44,NA
"1245",2002231,"daily",3,200220044,1,35,44,NA
"269",2002231,"daily",3,200220045,1,5,11,NA
"319",2002231,"daily",3,200220043,1,40,44,NA
"1246",2002235,"daily",2,200220046,1,40,44,NA
"270",2002235,"daily",2,200220047,1,5,11,NA
"1247",2002236,"daily",2,200220048,1,40,44,NA
"271",2002236,"daily",2,200220049,1,5,11,NA
"1248",2002240,"daily",2,200220050,1,40,44,NA
"272",2002240,"daily",2,200220051,1,5,11,NA
"1249",2002312,"daily",3,200230001,1,35,39,NA
"273",2002312,"daily",3,200230002,1,35,44,NA
"320",2002312,"daily",3,200230003,1,25,34,NA
"1250",2002313,"daily",2,200230016,1,25,34,NA
"274",2002313,"daily",2,200230015,1,35,44,NA
"1251",2002314,"daily",3,200230073,1,35,39,NA
"275",2002314,"daily",3,200230074,1,35,44,NA
"321",2002314,"daily",3,200230075,1,35,44,NA
"1252",2002315,"daily",2,200230085,1,25,34,NA
"276",2002315,"daily",2,200230084,1,35,39,NA
"1253",2002316,"daily",1,200230140,1,1,4,NA
"1254",2002317,"daily",3,200230149,1,1,4,NA
"277",2002317,"daily",3,200230147,1,35,39,NA
"322",2002317,"daily",3,200230148,1,25,34,NA
"1255",2002318,"daily",3,200230168,1,35,39,NA
"278",2002318,"daily",3,200230169,1,25,34,NA
"323",2002318,"daily",3,200230170,1,1,4,NA
"1256",2002319,"daily",3,200230216,1,25,34,NA
"279",2002319,"daily",3,200230217,1,1,4,NA
"324",2002319,"daily",3,200230215,1,35,39,NA
"1257",2002320,"daily",3,200230220,1,1,4,NA
"280",2002320,"daily",3,200230218,1,35,39,NA
"325",2002320,"daily",3,200230219,1,25,34,NA
"1258",2002321,"daily",3,200230221,1,35,39,NA
"281",2002321,"daily",3,200230222,1,25,34,NA
"326",2002321,"daily",3,200230223,1,1,4,NA
"1259",2002420,"daily",2,200240001,1,30,34,NA
"282",2002420,"daily",2,200240002,1,25,34,NA
"327",2002420,"monthly",2,200240006,1,25,34,NA
"47",2002420,"monthly",2,200240005,1,55,64,NA
"53",2002420,"weekly",3,200240004,1,55,64,NA
"63",2002420,"weekly",3,200240008,1,1,4,NA
"72",2002420,"weekly",3,200240003,1,55,64,NA
"1260",2002513,"daily",4,200250004,1,1,4,NA
"283",2002513,"daily",4,200250001,1,30,34,NA
"328",2002513,"daily",4,200250002,1,25,34,NA
"48",2002513,"daily",4,200250003,1,5,11,NA
"1261",2002515,"daily",4,200250027,1,1,4,NA
"284",2002515,"daily",4,200250024,1,30,34,NA
"329",2002515,"daily",4,200250025,1,25,34,NA
"49",2002515,"daily",4,200250026,1,5,11,NA
"1262",2002518,"daily",3,200250035,1,1,4,NA
"285",2002518,"daily",3,200250033,1,25,34,NA
"330",2002518,"daily",3,200250034,1,5,11,NA
"1263",2002528,"daily",3,200250036,1,30,34,NA
"286",2002528,"daily",3,200250038,1,5,11,NA
"331",2002528,"daily",3,200250039,1,5,11,NA
"1264",2002534,"daily",4,200250041,1,25,34,NA
"287",2002534,"daily",4,200250042,1,5,11,NA
"332",2002534,"daily",4,200250043,1,5,11,NA
"410",2002534,"daily",4,200250040,1,30,34,NA
"1265",2002611,"daily",1,200260005,1,55,64,NA
"1266",2002612,"daily",1,200260001,1,55,64,NA
"1267",2002618,"daily",1,200260008,1,55,64,NA
"1268",2002619,"a few times a year",1,200260012,1,5,9,NA
"288",2002619,"daily",1,200260010,1,55,64,NA
"1269",2002621,"daily",1,200260013,1,55,64,NA
"1270",2002623,"daily",1,200260017,1,55,64,NA
"1271",2002628,"daily",1,200260019,1,55,64,NA
"1272",2002631,"daily",1,200260052,1,55,64,NA
"1273",2002926,"weekly",1,200290006,1,5,9,NA
"1274",2002938,"weekly",1,200290011,1,85,100,NA
"1275",2003109,"daily",1,200310002,1,55,64,NA
"1276",2003110,"daily",1,200310001,1,55,64,NA
"1277",2003111,"daily",1,200310003,1,55,64,NA
"1278",2003112,"daily",1,200310001,1,55,64,NA
"1279",2003113,"daily",1,200310002,1,55,64,NA
"1280",2003114,"daily",1,200310003,1,55,64,NA
"1281",2003115,"daily",1,200310004,1,55,64,NA
"1282",2003116,"daily",1,200310005,1,55,64,NA
"1283",2003118,"daily",1,200310008,1,55,64,NA
"1284",2003119,"daily",1,200310023,1,55,64,NA
"289",2003119,"first time",1,200310024,1,45,54,NA
"1285",2003120,"daily",1,200310025,1,65,69,NA
"1286",2003122,"daily",1,200310027,1,55,64,NA
"1287",2003123,"daily",1,200310028,1,55,64,NA
"1288",2003124,"daily",1,200310029,1,55,64,NA
"1289",2003126,"daily",1,200310030,1,55,64,NA
"1290",2003127,"daily",1,200310031,1,55,64,NA
"1291",2003128,"daily",1,200310032,1,55,64,NA
"1292",2003129,"daily",1,200310033,1,55,64,NA
"1293",2003130,"daily",1,200310034,1,65,69,NA
"1294",2003133,"daily",1,200310035,1,NA,NA,NA
"1295",2003135,"daily",1,200310036,1,55,64,NA
"1296",2003136,"daily",1,200310037,1,55,64,NA
"1297",2003138,"daily",1,200310038,1,55,64,NA
"1298",2003140,"daily",1,200310039,1,55,64,NA
"1299",2003141,"daily",1,200310040,1,55,64,NA
"1300",2003142,"daily",1,200310041,1,55,64,NA
"1301",2003143,"daily",1,200310042,1,55,64,NA
"1302",2003330,"daily",1,200330009,1,85,100,NA
"1303",2003431,"a few times a year",1,200340067,1,45,54,NA
"1304",2003435,"a few times a year",1,200340087,1,45,54,NA
"1305",2003513,"daily",1,200350004,1,20,24,NA
"1306",2003514,"daily",1,200350005,1,20,24,NA
"1307",2003515,"daily",1,200350007,1,20,24,NA
"1308",2003518,"daily",1,200350010,1,20,24,NA
"1309",2003519,"daily",1,200350014,1,20,24,NA
"1310",2003521,"daily",1,200350017,1,20,24,NA
"1311",2003522,"daily",1,200350019,1,20,24,NA
"1312",2003523,"daily",1,200350021,1,20,24,NA
"1313",2003524,"daily",1,200350022,1,20,24,NA
"1314",2003525,"daily",1,200350023,1,20,24,NA
"1315",2003526,"daily",1,200350027,1,20,24,NA
"1316",2003527,"daily",1,200350028,1,20,24,NA
"1317",2003528,"daily",1,200350029,1,20,24,NA
"290",2003528,"monthly",1,200350035,1,20,24,NA
"1318",2003529,"daily",1,200350036,1,20,24,NA
"1319",2003530,"daily",1,200350037,1,20,24,NA
"1320",2003531,"daily",1,200350038,1,20,24,NA
"1321",2003532,"daily",1,200350039,1,20,24,NA
"291",2003532,"weekly",1,200350040,1,35,44,NA
"1322",2003533,"daily",1,200350049,1,20,24,NA
"1323",2003534,"daily",1,200350051,1,20,24,NA
"1324",2003535,"daily",1,200350054,1,20,24,NA
"1325",2003536,"daily",1,200350056,1,20,24,NA
"1326",2003537,"daily",1,200350059,1,20,24,NA
"1327",2003538,"daily",1,200350060,1,20,24,NA
"1328",2003539,"daily",1,200350065,1,20,24,NA
"292",2003539,"weekly",1,200350066,1,25,34,NA
"1329",2003540,"daily",1,200350069,1,20,24,NA
"293",2003540,"weekly",1,200350072,1,25,34,NA
"1330",2003541,"daily",1,200350073,1,20,24,NA
"294",2003541,"weekly",1,200350074,1,25,34,NA
"1331",2003542,"daily",2,200350078,1,20,24,NA
"295",2003542,"daily",2,200350079,1,45,54,NA
"1332",2003543,"daily",1,200350081,1,20,24,NA
"1333",2003709,"daily",1,200370004,1,55,64,NA
"1334",2003710,"daily",2,200370003,1,25,34,NA
"296",2003710,"daily",2,200370005,1,55,64,NA
"1335",2003711,"daily",1,200370006,1,55,64,NA
"1336",2003712,"daily",2,200370001,1,55,64,NA
"297",2003712,"daily",2,200370002,1,25,34,NA
"1337",2003714,"daily",2,200370004,1,25,34,NA
"298",2003714,"daily",2,200370003,1,55,64,NA
"1338",2003718,"daily",1,200370007,1,55,64,NA
"1339",2003719,"daily",1,200370009,1,55,64,NA
"1340",2003720,"daily",2,200370012,1,55,64,NA
"299",2003720,"daily",2,200370013,1,25,34,NA
"1341",2003722,"daily",2,200370019,1,55,64,NA
"2100",2003722,"daily",2,200370020,1,25,34,NA
"1342",2003723,"daily",2,200370022,1,55,64,NA
"2101",2003723,"daily",2,200370023,1,25,34,NA
"1343",2003724,"daily",2,200370026,1,55,64,NA
"2102",2003724,"daily",2,200370027,1,25,34,NA
"1344",2003725,"daily",2,200370031,1,55,64,NA
"2103",2003725,"daily",2,200370032,1,25,34,NA
"1345",2003726,"daily",2,200370035,1,25,34,NA
"2104",2003726,"daily",2,200370034,1,55,64,NA
"1346",2003727,"a few times a year",1,200370049,1,70,74,NA
"2105",2003727,"daily",2,200370047,1,55,64,NA
"333",2003727,"daily",2,200370048,1,25,34,NA
"1347",2003728,"daily",2,200370052,1,55,64,NA
"2106",2003728,"daily",2,200370053,1,25,34,NA
"1348",2003729,"daily",2,200370055,1,55,64,NA
"2107",2003729,"daily",2,200370056,1,25,34,NA
"1349",2003730,"daily",1,200370058,1,55,64,NA
"1350",2003731,"daily",1,200370063,1,55,64,NA
"2108",2003731,"weekly",1,200370064,1,25,34,NA
"1351",2003733,"daily",1,200370066,1,55,64,NA
"1352",2003734,"daily",1,200370069,1,55,64,NA
"1353",2003735,"daily",1,200370073,1,55,64,NA
"1354",2003736,"daily",1,200370077,1,55,64,NA
"1355",2003737,"daily",1,200370084,1,55,64,NA
"1356",2003738,"daily",1,200370086,1,55,64,NA
"1357",2003739,"daily",1,200370097,1,55,64,NA
"1358",2003740,"daily",1,200370100,1,55,64,NA
"1359",2003741,"daily",1,200370101,1,55,64,NA
"1360",2003742,"daily",1,200370103,1,55,64,NA
"1361",2003743,"daily",1,200370105,1,55,64,NA
"1362",2003810,"weekly",1,200380001,1,85,100,NA
"1363",2003817,"weekly",1,200380006,1,85,100,NA
"1364",2003909,"daily",1,200390001,1,65,69,NA
