"","part_id","frequency_multi","n","cont_id","phys_contact","cnt_age_est_min","cnt_age_est_max","cnt_age_exact"
"31010",2049630,"daily",4,204960095,1,45,54,NA
"4370",2049630,"daily",4,204960096,1,15,19,NA
"16701",2049637,"daily",2,204960098,1,45,49,NA
"22102",2049637,"daily",2,204960099,1,45,54,NA
"16702",2049643,"weekly",5,204960120,1,20,24,NA
"22103",2049643,"weekly",5,204960121,1,15,19,NA
"31011",2049643,"weekly",5,204960122,1,15,19,NA
"4371",2049643,"weekly",5,204960123,1,20,24,NA
"5164",2049643,"weekly",5,204960124,1,20,24,NA
"16703",2049712,"daily",2,204970002,1,5,11,NA
"22104",2049712,"daily",2,204970001,1,40,44,NA
"16704",2049713,"daily",2,204970029,1,40,44,NA
"22105",2049713,"daily",2,204970030,1,5,11,NA
"16705",2049714,"daily",2,204970081,1,40,44,NA
"22106",2049714,"daily",2,204970082,1,5,11,NA
"16706",2049715,"daily",2,204970083,1,40,44,NA
"22107",2049715,"daily",2,204970084,1,5,11,NA
"16707",2049716,"daily",1,204970085,1,5,11,NA
"16708",2049717,"daily",1,204970086,1,5,11,NA
"16709",2049718,"daily",1,204970087,1,5,11,NA
"16710",2049719,"daily",1,204970089,1,5,11,NA
"22108",2049719,"weekly",1,204970088,1,40,44,NA
"16711",2049720,"daily",2,204970091,1,5,11,NA
"22109",2049720,"daily",2,204970090,1,40,44,NA
"16712",2049722,"daily",2,204970092,1,40,44,NA
"22110",2049722,"daily",2,204970093,1,5,11,NA
"16713",2049723,"daily",2,204970094,1,40,44,NA
"22111",2049723,"daily",2,204970095,1,5,11,NA
"16714",2049724,"daily",1,204970096,1,5,11,NA
"16715",2049725,"daily",1,204970097,1,5,11,NA
"16716",2049726,"daily",2,204970098,1,40,44,NA
"22112",2049726,"daily",2,204970099,1,5,11,NA
"31012",2049726,"first time",2,204970101,1,10,14,NA
"4372",2049726,"first time",2,204970102,1,10,14,NA
"5165",2049726,"weekly",1,204970100,1,10,14,NA
"16717",2049727,"daily",2,204970104,1,5,11,NA
"22113",2049727,"daily",2,204970103,1,40,44,NA
"16718",2049728,"daily",1,204970106,1,5,11,NA
"16719",2049729,"a few times a year",1,204970109,1,65,69,NA
"22114",2049729,"daily",2,204970107,1,40,44,NA
"31013",2049729,"daily",2,204970108,1,5,11,NA
"16720",2049730,"daily",2,204970110,1,40,44,NA
"22115",2049730,"daily",2,204970111,1,5,11,NA
"16721",2049731,"daily",2,204970112,1,40,44,NA
"22116",2049731,"daily",2,204970113,1,5,11,NA
"16722",2049732,"daily",1,204970114,1,12,15,NA
"16723",2049733,"daily",2,204970115,1,40,44,NA
"22117",2049733,"daily",2,204970116,1,12,15,NA
"16724",2049734,"daily",2,204970118,1,12,15,NA
"22118",2049734,"daily",2,204970117,1,40,44,NA
"16725",2049735,"daily",2,204970120,1,12,15,NA
"22119",2049735,"daily",2,204970119,1,40,44,NA
"16726",2049736,"daily",2,204970121,1,40,44,NA
"22120",2049736,"daily",2,204970122,1,12,15,NA
"16727",2049737,"daily",2,204970124,1,12,15,NA
"22121",2049737,"daily",2,204970123,1,40,44,NA
"16728",2049738,"daily",2,204970125,1,40,44,NA
"22122",2049738,"daily",2,204970126,1,12,15,NA
"16729",2049739,"a few times a year",2,204970129,1,65,69,NA
"22123",2049739,"a few times a year",2,204970130,1,35,44,NA
"31014",2049739,"daily",2,204970128,1,12,15,NA
"4373",2049739,"daily",2,204970127,1,40,44,NA
"16730",2049741,"daily",1,204970131,1,12,15,NA
"16731",2049742,"daily",2,204970133,1,12,15,NA
"22124",2049742,"daily",2,204970132,1,40,44,NA
"16732",2049743,"daily",1,204970134,1,12,15,NA
"16733",2049816,"daily",1,204980001,1,55,59,NA
"22125",2049816,"weekly",3,204980004,1,15,19,NA
"31015",2049816,"weekly",3,204980005,1,15,19,NA
"4374",2049816,"weekly",3,204980002,1,15,19,NA
"16734",2049817,"daily",2,204980007,1,55,59,NA
"22126",2049817,"daily",2,204980009,1,15,19,NA
"16735",2049819,"daily",2,204980012,1,55,59,NA
"22127",2049819,"daily",2,204980014,1,15,19,NA
"16736",2049821,"daily",2,204980020,1,15,19,NA
"22128",2049821,"daily",2,204980018,1,55,59,NA
"31016",2049821,"weekly",1,204980022,1,15,19,NA
"16737",2049823,"daily",1,204980023,1,55,59,NA
"16738",2049824,"daily",2,204980024,1,55,59,NA
"22129",2049824,"daily",2,204980025,1,15,19,NA
"16739",2049825,"daily",3,204980028,1,15,19,NA
"22130",2049825,"daily",3,204980029,1,15,19,NA
"31017",2049825,"daily",3,204980027,1,55,59,NA
"16740",2049827,"daily",3,204980033,1,15,19,NA
"22131",2049827,"daily",3,204980030,1,55,59,NA
"31018",2049827,"daily",3,204980032,1,15,19,NA
"16741",2049828,"daily",2,204980034,1,55,59,NA
"22132",2049828,"daily",2,204980035,1,15,19,NA
"31019",2049828,"weekly",1,204980036,1,15,19,NA
"16742",2049829,"daily",1,204980037,1,55,59,NA
"22133",2049829,"weekly",2,204980039,1,15,19,NA
"31020",2049829,"weekly",2,204980038,1,15,19,NA
"16743",2049830,"daily",3,204980040,1,55,59,NA
"22134",2049830,"daily",3,204980041,1,15,19,NA
"31021",2049830,"daily",3,204980042,1,15,19,NA
"16744",2049831,"daily",3,204980044,1,15,19,NA
"22135",2049831,"daily",3,204980045,1,15,19,NA
"31022",2049831,"daily",3,204980043,1,55,59,NA
"16745",2049833,"daily",2,204980046,1,55,59,NA
"22136",2049833,"daily",2,204980047,1,15,19,NA
"16746",2049834,"daily",1,204980049,1,55,59,NA
"16747",2049837,"daily",1,204980050,1,55,59,NA
"16748",2049838,"daily",1,204980051,1,55,59,NA
"16749",2049839,"daily",3,204980053,1,15,19,NA
"22137",2049839,"daily",3,204980054,1,15,19,NA
"31023",2049839,"daily",3,204980052,1,55,59,NA
"16750",2049841,"daily",2,204980055,1,55,59,NA
"22138",2049841,"daily",2,204980056,1,15,19,NA
"16751",2049842,"daily",3,204980059,1,15,19,NA
"22139",2049842,"daily",3,204980060,1,15,19,NA
"31024",2049842,"daily",3,204980058,1,55,59,NA
"16752",2049843,"daily",1,204980061,1,55,59,NA
"16753",2049914,"daily",1,204990005,1,45,49,NA
"16754",2049915,"daily",2,204990007,1,45,49,NA
"22140",2049915,"daily",2,204990008,1,45,54,NA
"16755",2049919,"daily",2,204990013,1,45,49,NA
"22141",2049919,"daily",2,204990014,1,55,64,NA
"16756",2049920,"daily",2,204990016,1,45,54,NA
"22142",2049920,"daily",2,204990015,1,45,49,NA
"16757",2049922,"daily",2,204990017,1,45,49,NA
"22143",2049922,"daily",2,204990018,1,55,64,NA
"16758",2049924,"daily",2,204990020,1,45,54,NA
"22144",2049924,"daily",2,204990019,1,45,49,NA
"16759",2049925,"daily",1,204990022,1,45,54,NA
"16760",2049927,"daily",2,204990027,1,45,49,NA
"22145",2049927,"daily",2,204990028,1,45,54,NA
"16761",2049928,"daily",2,204990029,1,45,49,NA
"22146",2049928,"daily",2,204990030,1,55,64,NA
"16762",2049929,"daily",2,204990031,1,45,49,NA
"22147",2049929,"daily",2,204990032,1,55,64,NA
"16763",2049931,"daily",2,204990034,1,45,54,NA
"22148",2049931,"daily",2,204990033,1,45,49,NA
"16764",2049933,"daily",2,204990036,1,45,49,NA
"22149",2049933,"daily",2,204990037,1,55,64,NA
"16765",2049934,"daily",2,204990038,1,45,49,NA
"22150",2049934,"daily",2,204990039,1,45,54,NA
"31025",2049934,"monthly",2,204990040,1,15,19,NA
"4375",2049934,"monthly",2,204990041,1,15,19,NA
"16766",2049935,"daily",2,204990042,1,45,49,NA
"22151",2049935,"daily",2,204990043,1,45,54,NA
"16767",2049936,"daily",2,204990044,1,45,49,NA
"22152",2049936,"daily",2,204990045,1,45,54,NA
"16768",2049941,"daily",2,204990046,1,45,49,NA
"22153",2049941,"daily",2,204990047,1,55,64,NA
"16769",2050018,"daily",4,205000006,1,35,44,NA
"22154",2050018,"daily",4,205000007,1,5,11,NA
"31026",2050018,"daily",4,205000008,1,5,11,NA
"4376",2050018,"daily",4,205000005,1,45,49,NA
"16770",2050020,"daily",4,205000010,1,35,44,NA
"22155",2050020,"daily",4,205000011,1,5,11,NA
"31027",2050020,"daily",4,205000012,1,5,11,NA
"4377",2050020,"daily",4,205000009,1,45,49,NA
"16771",2050023,"daily",4,205000018,1,35,44,NA
"22156",2050023,"daily",4,205000019,1,12,15,NA
"31028",2050023,"daily",4,205000020,1,5,11,NA
"4378",2050023,"daily",4,205000017,1,45,49,NA
"16772",2050025,"daily",4,205000022,1,35,44,NA
"22157",2050025,"daily",4,205000023,1,12,15,NA
"31029",2050025,"daily",4,205000024,1,5,11,NA
"4379",2050025,"daily",4,205000021,1,45,49,NA
"16773",2050030,"daily",4,205000027,1,12,15,NA
"22158",2050030,"daily",4,205000028,1,5,11,NA
"31030",2050030,"daily",4,205000025,1,45,49,NA
"4380",2050030,"daily",4,205000026,1,35,44,NA
"16774",2050031,"daily",4,205000031,1,12,15,NA
"22159",2050031,"daily",4,205000032,1,5,11,NA
"31031",2050031,"daily",4,205000029,1,45,49,NA
"4381",2050031,"daily",4,205000030,1,35,44,NA
"16775",2050032,"daily",1,205000033,1,45,49,NA
"16776",2050034,"daily",2,205000040,1,5,11,NA
"22160",2050034,"daily",2,205000037,1,45,49,NA
"16777",2050037,"daily",4,205000042,1,35,44,NA
"22161",2050037,"daily",4,205000043,1,12,15,NA
"31032",2050037,"daily",4,205000044,1,5,11,NA
"4382",2050037,"daily",4,205000041,1,45,49,NA
"16778",2050113,"daily",2,205010002,1,35,44,NA
"22162",2050113,"daily",2,205010001,1,40,44,NA
"16779",2050117,"daily",2,205010014,1,40,44,NA
"22163",2050117,"daily",2,205010015,1,35,44,NA
"16780",2050118,"daily",2,205010017,1,35,44,NA
"22164",2050118,"daily",2,205010016,1,40,44,NA
"16781",2050120,"daily",2,205010018,1,40,44,NA
"22165",2050120,"daily",2,205010019,1,35,44,NA
"16782",2050126,"daily",2,205010022,1,35,44,NA
"22166",2050126,"daily",2,205010021,1,40,44,NA
"16783",2050128,"daily",2,205010023,1,40,44,NA
"22167",2050128,"daily",2,205010024,1,35,44,NA
"16784",2050129,"daily",2,205010025,1,40,44,NA
"22168",2050129,"daily",2,205010026,1,35,44,NA
"16785",2050133,"daily",2,205010027,1,40,44,NA
"22169",2050133,"daily",2,205010028,1,35,44,NA
"16786",2050140,"daily",3,205010031,1,10,14,NA
"22170",2050140,"daily",3,205010029,1,40,44,NA
"31033",2050140,"daily",3,205010030,1,35,44,NA
"16787",2050143,"daily",2,205010032,1,40,44,NA
"22171",2050143,"daily",2,205010033,1,35,44,NA
"16788",2050219,"daily",1,205020001,1,45,49,NA
"16789",2050318,"daily",3,205030002,1,45,54,NA
"22172",2050318,"daily",3,205030003,1,5,11,NA
"31034",2050318,"daily",3,205030001,1,40,44,NA
"16790",2050320,"daily",3,205030006,1,5,11,NA
"22173",2050320,"daily",3,205030004,1,40,44,NA
"31035",2050320,"daily",3,205030005,1,45,54,NA
"16791",2050321,"daily",3,205030007,1,40,44,NA
"22174",2050321,"daily",3,205030008,1,45,54,NA
"31036",2050321,"daily",3,205030009,1,5,11,NA
"16792",2050322,"daily",3,205030024,1,40,44,NA
"22175",2050322,"daily",3,205030025,1,45,54,NA
"31037",2050322,"daily",3,205030026,1,5,11,NA
"16793",2050326,"daily",3,205030042,1,5,11,NA
"22176",2050326,"daily",3,205030041,1,45,54,NA
"31038",2050326,"daily",3,205030040,1,40,44,NA
"16794",2050330,"daily",3,205030044,1,45,54,NA
"22177",2050330,"daily",3,205030045,1,5,11,NA
"31039",2050330,"daily",3,205030043,1,40,44,NA
"16795",2050333,"daily",3,205030046,1,40,44,NA
"22178",2050333,"daily",3,205030047,1,45,54,NA
"31040",2050333,"daily",3,205030048,1,5,11,NA
"16796",2050334,"daily",3,205030053,1,40,44,NA
"22179",2050334,"daily",3,205030054,1,45,54,NA
"31041",2050334,"daily",3,205030055,1,5,11,NA
"16797",2050335,"daily",3,205030057,1,45,54,NA
"22180",2050335,"daily",3,205030058,1,5,11,NA
"31042",2050335,"daily",3,205030056,1,40,44,NA
"16798",2050409,"daily",1,205040027,1,NA,NA,NA
"16799",2050411,"daily",1,205040026,1,45,54,NA
"16800",2050415,"daily",1,205040002,1,45,54,NA
"16801",2050418,"daily",1,205040003,1,45,54,NA
"16802",2050420,"daily",1,205040205,1,45,54,NA
"16803",2050421,"daily",1,205040276,1,45,54,NA
"16804",2050422,"daily",1,205040277,1,45,54,NA
"16805",2050512,"daily",1,205050001,1,45,49,NA
"16806",2050515,"daily",1,205050002,1,45,49,NA
"16807",2050516,"daily",1,205050003,1,45,49,NA
"16808",2050517,"daily",1,205050004,1,45,49,NA
"16809",2050518,"daily",1,205050005,1,45,49,NA
"16810",2050519,"daily",1,205050006,1,45,49,NA
"16811",2050520,"daily",1,205050007,1,45,49,NA
"16812",2050521,"daily",1,205050008,1,45,49,NA
"16813",2050522,"daily",1,205050009,1,45,49,NA
"16814",2050523,"daily",1,205050010,1,45,49,NA
"16815",2050524,"daily",1,205050011,1,45,49,NA
"16816",2050525,"daily",1,205050012,1,45,49,NA
"16817",2050526,"daily",1,205050013,1,45,49,NA
"16818",2050527,"daily",1,205050014,1,45,49,NA
"16819",2050528,"daily",1,205050015,1,45,49,NA
"16820",2050529,"daily",1,205050016,1,45,49,NA
"16821",2050530,"daily",1,205050017,1,45,49,NA
"16822",2050531,"daily",1,205050018,1,45,49,NA
"16823",2050532,"daily",1,205050019,1,45,49,NA
"16824",2050533,"daily",1,205050020,1,45,49,NA
"16825",2050534,"daily",1,205050021,1,45,49,NA
"16826",2050535,"daily",1,205050022,1,45,49,NA
"16827",2050536,"daily",1,205050023,1,45,49,NA
"16828",2050537,"daily",1,205050024,1,45,49,NA
"16829",2050538,"daily",1,205050025,1,45,49,NA
"16830",2050539,"daily",1,205050026,1,45,49,NA
"16831",2050540,"daily",1,205050027,1,45,49,NA
"16832",2050541,"daily",1,205050028,1,45,49,NA
"16833",2050543,"daily",1,205050029,1,45,49,NA
"16834",2050612,"daily",2,205060001,1,35,39,NA
"22181",2050612,"daily",2,205060002,1,5,11,NA
"16835",2050613,"daily",2,205060003,1,35,39,NA
"22182",2050613,"daily",2,205060004,1,35,44,NA
"16836",2050618,"daily",2,205060005,1,35,39,NA
"22183",2050618,"daily",2,205060006,1,5,11,NA
"16837",2050621,"daily",2,205060009,1,35,39,NA
"22184",2050621,"daily",2,205060010,1,5,11,NA
"16838",2050623,"daily",1,205060012,1,5,11,NA
"22185",2050623,"weekly",1,205060011,1,35,39,NA
"16839",2050624,"daily",2,205060013,1,35,39,NA
"22186",2050624,"daily",2,205060014,1,5,11,NA
"16840",2050626,"daily",1,205060016,1,5,11,NA
"16841",2050627,"daily",2,205060017,1,35,39,NA
"22187",2050627,"daily",2,205060018,1,5,11,NA
"16842",2050628,"daily",2,205060019,1,35,39,NA
"22188",2050628,"daily",2,205060020,1,5,11,NA
"16843",2050631,"daily",1,205060021,1,35,39,NA
"16844",2050632,"daily",2,205060022,1,35,39,NA
"22189",2050632,"daily",2,205060023,1,5,11,NA
"16845",2050633,"daily",2,205060025,1,5,11,NA
"22190",2050633,"daily",2,205060024,1,35,39,NA
"16846",2050634,"monthly",1,205060026,1,35,39,NA
"16847",2050635,"daily",2,205060027,1,35,39,NA
"22191",2050635,"daily",2,205060028,1,5,11,NA
"16848",2050636,"daily",2,205060030,1,5,11,NA
"22192",2050636,"daily",2,205060029,1,35,39,NA
"16849",2050638,"daily",2,205060031,1,35,39,NA
"22193",2050638,"daily",2,205060032,1,5,11,NA
"16850",2050641,"daily",2,205060034,1,5,11,NA
"22194",2050641,"daily",2,205060033,1,35,39,NA
"16851",2050642,"daily",2,205060035,1,35,39,NA
"22195",2050642,"daily",2,205060036,1,5,11,NA
"16852",2050714,"daily",2,205070001,1,45,54,NA
"22196",2050714,"daily",2,205070002,1,18,19,NA
"31043",2050714,"weekly",1,205070003,1,45,54,NA
"16853",2050715,"daily",2,205070004,1,40,44,NA
"22197",2050715,"daily",2,205070005,1,18,19,NA
"16854",2050716,"daily",4,205070009,1,18,19,NA
"22198",2050716,"daily",4,205070010,1,16,17,NA
"31044",2050716,"daily",4,205070007,1,40,44,NA
"4383",2050716,"daily",4,205070008,1,45,54,NA
"16855",2050717,"daily",4,205070013,1,18,19,NA
"22199",2050717,"daily",4,205070014,1,16,17,NA
"31045",2050717,"daily",4,205070011,1,40,44,NA
"4384",2050717,"daily",4,205070012,1,45,54,NA
"16856",2050720,"daily",4,205070017,1,18,19,NA
"22200",2050720,"daily",4,205070018,1,16,17,NA
"31046",2050720,"daily",4,205070015,1,40,44,NA
"4385",2050720,"daily",4,205070016,1,45,54,NA
"16857",2050722,"daily",4,205070022,1,16,17,NA
"22201",2050722,"daily",4,205070019,1,40,44,NA
"31047",2050722,"daily",4,205070020,1,45,54,NA
"4386",2050722,"daily",4,205070021,1,18,19,NA
"16858",2050723,"daily",3,205070026,1,16,17,NA
"22202",2050723,"daily",3,205070023,1,40,44,NA
"31048",2050723,"daily",3,205070025,1,18,19,NA
"4387",2050723,"first time",1,205070024,1,45,54,NA
"16859",2050724,"daily",4,205070031,1,16,17,NA
"22203",2050724,"daily",4,205070028,1,40,44,NA
"31049",2050724,"daily",4,205070029,1,45,54,NA
"4388",2050724,"daily",4,205070030,1,18,19,NA
"16860",2050725,"daily",4,205070032,1,40,44,NA
"22204",2050725,"daily",4,205070033,1,45,54,NA
"31050",2050725,"daily",4,205070034,1,18,19,NA
"4389",2050725,"daily",4,205070035,1,16,17,NA
"5166",2050725,"weekly",1,205070036,1,15,19,NA
"16861",2050726,"daily",4,205070041,1,16,17,NA
"22205",2050726,"daily",4,205070038,1,40,44,NA
"31051",2050726,"daily",4,205070039,1,45,54,NA
"4390",2050726,"daily",4,205070040,1,18,19,NA
"16862",2050729,"daily",2,205070042,1,40,44,NA
"22206",2050729,"daily",2,205070043,1,45,54,NA
"16863",2050730,"daily",4,205070046,1,18,19,NA
"22207",2050730,"daily",4,205070047,1,18,19,NA
"31052",2050730,"daily",4,205070045,1,45,54,NA
"4391",2050730,"daily",4,205070044,1,40,44,NA
"16864",2050731,"daily",3,205070048,1,40,44,NA
"22208",2050731,"daily",3,205070049,1,45,54,NA
"31053",2050731,"daily",3,205070050,1,18,19,NA
"16865",2050732,"daily",1,205070052,1,18,19,NA
"22209",2050732,"monthly",1,205070053,1,35,44,NA
"16866",2050733,"daily",2,205070054,1,40,44,NA
"22210",2050733,"daily",2,205070055,1,45,54,NA
"16867",2050734,"daily",3,205070057,1,45,54,NA
"22211",2050734,"daily",3,205070058,1,18,19,NA
"31054",2050734,"daily",3,205070056,1,40,44,NA
"16868",2050735,"daily",4,205070061,1,18,19,NA
"22212",2050735,"daily",4,205070062,1,18,19,NA
"31055",2050735,"daily",4,205070059,1,40,44,NA
"4392",2050735,"daily",4,205070060,1,45,54,NA
"16869",2050736,"daily",4,205070066,1,18,19,NA
"22213",2050736,"daily",4,205070063,1,40,44,NA
"31056",2050736,"daily",4,205070064,1,45,54,NA
"4393",2050736,"daily",4,205070065,1,18,19,NA
"16870",2050737,"daily",2,205070069,1,20,24,NA
"22214",2050737,"daily",2,205070070,1,18,19,NA
"16871",2050739,"daily",4,205070072,1,45,54,NA
"22215",2050739,"daily",4,205070073,1,20,24,NA
"31057",2050739,"daily",4,205070074,1,18,19,NA
"4394",2050739,"daily",4,205070071,1,45,49,NA
"16872",2050741,"daily",3,205070081,1,45,54,NA
"22216",2050741,"daily",3,205070082,1,18,19,NA
"31058",2050741,"daily",3,205070080,1,45,49,NA
"16873",2050809,"daily",1,205080002,1,55,64,NA
"16874",2050810,"daily",1,205080003,1,55,64,NA
"16875",2050811,"daily",1,205080004,1,55,64,NA
"22217",2050811,"weekly",1,205080001,1,20,24,NA
"16876",2050813,"daily",1,205080001,1,55,64,NA
"16877",2050818,"daily",1,205080002,1,55,64,NA
"16878",2050819,"daily",1,205080004,1,45,54,NA
"16879",2050821,"daily",1,205080008,1,55,64,NA
"16880",2050823,"daily",1,205080009,1,55,64,NA
"16881",2050824,"daily",1,205080011,1,55,64,NA
"16882",2050826,"daily",2,205080015,1,20,24,NA
"22218",2050826,"daily",2,205080014,1,55,64,NA
"16883",2050827,"daily",2,205080016,1,55,64,NA
"22219",2050827,"daily",2,205080017,1,20,24,NA
"16884",2050828,"daily",1,205080022,1,55,64,NA
"22220",2050828,"weekly",1,205080023,1,20,24,NA
"16885",2050835,"daily",1,205080024,1,55,64,NA
"22221",2050835,"weekly",6,205080025,1,20,24,NA
"31059",2050835,"weekly",6,205080026,1,65,69,NA
"4395",2050835,"weekly",6,205080029,1,25,34,NA
"5167",2050835,"weekly",6,205080030,1,25,34,NA
"681",2050835,"weekly",6,205080027,1,55,64,NA
"755",2050835,"weekly",6,205080028,1,25,34,NA
"16886",2050836,"daily",1,205080031,1,55,64,NA
"22222",2050836,"weekly",1,205080032,1,20,24,NA
"16887",2050837,"a few times a year",1,205080039,1,45,54,NA
"22223",2050837,"daily",1,205080036,1,55,64,NA
"16888",2050838,"daily",1,205080041,1,55,64,NA
"22224",2050838,"weekly",3,205080043,1,55,64,NA
"31060",2050838,"weekly",3,205080044,1,65,69,NA
"4396",2050838,"weekly",3,205080042,1,20,24,NA
"16889",2050839,"daily",1,205080046,1,55,64,NA
"16890",2050841,"daily",1,205080047,1,55,64,NA
"16891",2050842,"daily",1,205080048,1,55,64,NA
"16892",2050843,"daily",1,205080049,1,55,64,NA
"22225",2050843,"weekly",3,205080050,1,20,24,NA
"31061",2050843,"weekly",3,205080052,1,55,64,NA
"4397",2050843,"weekly",3,205080053,1,65,69,NA
"16893",2050915,"daily",3,205090001,1,45,49,NA
"22226",2050915,"daily",3,205090002,1,45,54,NA
"31062",2050915,"daily",3,205090003,1,12,15,NA
"16894",2050917,"daily",3,205090005,1,45,54,NA
"22227",2050917,"daily",3,205090006,1,12,15,NA
"31063",2050917,"daily",3,205090004,1,45,49,NA
"16895",2050919,"daily",3,205090007,1,45,49,NA
"22228",2050919,"daily",3,205090008,1,45,54,NA
"31064",2050919,"daily",3,205090009,1,12,15,NA
"16896",2050921,"daily",3,205090010,1,45,49,NA
"22229",2050921,"daily",3,205090011,1,45,54,NA
"31065",2050921,"daily",3,205090012,1,12,15,NA
"16897",2050923,"daily",3,205090014,1,45,54,NA
"22230",2050923,"daily",3,205090015,1,12,15,NA
"31066",2050923,"daily",3,205090013,1,45,49,NA
"16898",2050924,"daily",3,205090018,1,12,15,NA
"22231",2050924,"daily",3,205090016,1,45,49,NA
"31067",2050924,"daily",3,205090017,1,45,54,NA
"16899",2050925,"daily",3,205090020,1,45,54,NA
"22232",2050925,"daily",3,205090021,1,12,15,NA
"31068",2050925,"daily",3,205090019,1,45,49,NA
"16900",2050926,"daily",3,205090024,1,12,15,NA
"22233",2050926,"daily",3,205090022,1,45,49,NA
"31069",2050926,"daily",3,205090023,1,45,54,NA
"16901",2050927,"daily",3,205090025,1,45,49,NA
"22234",2050927,"daily",3,205090026,1,45,54,NA
"31070",2050927,"daily",3,205090027,1,12,15,NA
"16902",2050929,"daily",3,205090028,1,45,49,NA
"22235",2050929,"daily",3,205090029,1,45,54,NA
"31071",2050929,"daily",3,205090030,1,12,15,NA
"16903",2050930,"daily",3,205090032,1,45,54,NA
"22236",2050930,"daily",3,205090033,1,12,15,NA
"31072",2050930,"daily",3,205090031,1,45,49,NA
"16904",2050931,"daily",3,205090034,1,45,49,NA
"22237",2050931,"daily",3,205090035,1,45,54,NA
"31073",2050931,"daily",3,205090036,1,12,15,NA
"16905",2050932,"daily",3,205090037,1,45,49,NA
"22238",2050932,"daily",3,205090038,1,45,54,NA
"31074",2050932,"daily",3,205090039,1,12,15,NA
"16906",2050933,"daily",3,205090041,1,45,54,NA
"22239",2050933,"daily",3,205090042,1,12,15,NA
"31075",2050933,"daily",3,205090040,1,45,49,NA
"16907",2050934,"daily",3,205090045,1,12,15,NA
"22240",2050934,"daily",3,205090043,1,45,49,NA
"31076",2050934,"daily",3,205090044,1,45,54,NA
"16908",2050935,"daily",3,205090046,1,45,49,NA
"22241",2050935,"daily",3,205090047,1,45,54,NA
"31077",2050935,"daily",3,205090048,1,12,15,NA
"16909",2050936,"daily",3,205090050,1,45,54,NA
"22242",2050936,"daily",3,205090051,1,12,15,NA
"31078",2050936,"daily",3,205090049,1,45,49,NA
"16910",2050938,"daily",3,205090054,1,12,15,NA
"22243",2050938,"daily",3,205090052,1,45,49,NA
"31079",2050938,"daily",3,205090053,1,45,54,NA
"16911",2050939,"daily",3,205090055,1,45,49,NA
"22244",2050939,"daily",3,205090056,1,45,54,NA
"31080",2050939,"daily",3,205090057,1,12,15,NA
"16912",2050940,"daily",3,205090060,1,12,15,NA
"22245",2050940,"daily",3,205090059,1,45,54,NA
"31081",2050940,"daily",3,205090058,1,45,49,NA
"16913",2050941,"daily",3,205090061,1,45,49,NA
"22246",2050941,"daily",3,205090062,1,45,54,NA
"31082",2050941,"daily",3,205090063,1,12,15,NA
"16914",2050942,"daily",3,205090065,1,45,54,NA
"22247",2050942,"daily",3,205090066,1,12,15,NA
"31083",2050942,"daily",3,205090064,1,45,49,NA
"16915",2050943,"daily",3,205090069,1,12,15,NA
"22248",2050943,"daily",3,205090067,1,45,49,NA
"31084",2050943,"daily",3,205090068,1,45,54,NA
"16916",2051009,"daily",2,205100003,1,35,44,NA
"22249",2051009,"daily",2,205100001,1,1,4,NA
"16917",2051011,"daily",2,205100004,1,35,44,NA
"22250",2051011,"daily",2,205100002,1,1,4,NA
"16918",2051012,"daily",2,205100001,1,35,44,NA
"22251",2051012,"daily",2,205100002,1,1,4,NA
"16919",2051013,"daily",2,205100004,1,1,4,NA
"22252",2051013,"daily",2,205100003,1,35,44,NA
"16920",2051014,"daily",2,205100005,1,35,44,NA
"22253",2051014,"daily",2,205100006,1,1,4,NA
"16921",2051015,"daily",2,205100007,1,35,44,NA
"22254",2051015,"daily",2,205100008,1,1,4,NA
"16922",2051016,"daily",2,205100010,1,35,44,NA
"22255",2051016,"daily",2,205100011,1,1,4,NA
"16923",2051018,"daily",2,205100013,1,35,44,NA
"22256",2051018,"daily",2,205100014,1,1,4,NA
"16924",2051019,"daily",2,205100015,1,35,44,NA
"22257",2051019,"daily",2,205100016,1,1,4,NA
"16925",2051020,"daily",2,205100017,1,35,44,NA
"22258",2051020,"daily",2,205100018,1,1,4,NA
"16926",2051021,"daily",2,205100021,1,1,4,NA
"22259",2051021,"daily",2,205100020,1,35,44,NA
"16927",2051022,"daily",2,205100022,1,35,44,NA
"22260",2051022,"daily",2,205100023,1,1,4,NA
"16928",2051023,"daily",2,205100030,1,1,4,NA
"22261",2051023,"daily",2,205100029,1,35,44,NA
"16929",2051024,"daily",2,205100037,1,35,44,NA
"22262",2051024,"daily",2,205100038,1,1,4,NA
"16930",2051025,"daily",2,205100040,1,1,4,NA
"22263",2051025,"daily",2,205100039,1,35,44,NA
"16931",2051026,"daily",2,205100041,1,35,44,NA
"22264",2051026,"daily",2,205100042,1,1,4,NA
"16932",2051027,"daily",2,205100044,1,1,4,NA
"22265",2051027,"daily",2,205100043,1,35,44,NA
"16933",2051028,"daily",2,205100047,1,1,4,NA
"22266",2051028,"daily",2,205100046,1,35,44,NA
"16934",2051029,"daily",2,205100048,1,35,44,NA
"22267",2051029,"daily",2,205100049,1,1,4,NA
"16935",2051030,"daily",1,205100050,1,35,44,NA
"16936",2051031,"daily",2,205100052,1,35,44,NA
"22268",2051031,"daily",2,205100053,1,1,4,NA
"16937",2051032,"daily",2,205100055,1,35,44,NA
"22269",2051032,"daily",2,205100056,1,1,4,NA
