id,foi,gamma_num,gamma
1,0.0167,11,0.0909
2,0.0167,11,0.0909
3,0.0167,11,0.0909
4,0.0167,11,0.0909
5,0.0167,11,0.0909
6,0.0167,11,0.0909
7,0.0167,11,0.0909
8,0.0167,11,0.0909
9,0.0167,11,0.0909
10,0.0167,11,0.0909
11,0.0167,11,0.0909
12,0.0167,11,0.0909
13,0.0167,11,0.0909
14,0.0167,11,0.0909
15,0.0167,11,0.0909
16,0.0167,11,0.0909
17,0.0167,11,0.0909
18,0.0167,11,0.0909
19,0.0167,11,0.0909
20,0.0167,11,0.0909
21,0.0167,11,0.0909
22,0.0167,11,0.0909
23,0.0167,11,0.0909
24,0.0167,11,0.0909
25,0.0167,11,0.0909
26,0.0167,11,0.0909
27,0.0167,11,0.0909
28,0.0167,11,0.0909
29,0.0167,11,0.0909
30,0.0167,11,0.0909
31,0.0167,11,0.0909
32,0.0167,11,0.0909
33,0.0167,11,0.0909
34,0.0167,11,0.0909
35,0.0167,11,0.0909
36,0.0167,11,0.0909
37,0.0167,11,0.0909
38,0.0167,11,0.0909
39,0.0167,11,0.0909
40,0.0167,11,0.0909
41,0.0167,11,0.0909
42,0.0167,11,0.0909
43,0.0167,11,0.0909
44,0.0167,11,0.0909
45,0.0167,11,0.0909
46,0.0167,11,0.0909
47,0.0167,11,0.0909
48,0.0167,11,0.0909
49,0.0167,11,0.0909
50,0.0167,11,0.0909
51,0.0167,11,0.0909
52,0.0167,11,0.0909
53,0.0167,11,0.0909
54,0.0167,11,0.0909
55,0.0167,11,0.0909
56,0.0167,11,0.0909
57,0.0167,11,0.0909
58,0.0167,11,0.0909
59,0.0167,11,0.0909
60,0.0167,11,0.0909
61,0.0167,11,0.0909
62,0.0167,11,0.0909
63,0.0167,11,0.0909
64,0.0167,11,0.0909
65,0.0167,11,0.0909
66,0.0167,11,0.0909
67,0.0167,11,0.0909
68,0.0167,11,0.0909
69,0.0167,11,0.0909
70,0.0167,11,0.0909
71,0.0167,11,0.0909
72,0.0167,11,0.0909
73,0.0167,11,0.0909
74,0.0167,11,0.0909
75,0.0167,11,0.0909
76,0.0167,11,0.0909
77,0.0167,11,0.0909
78,0.0167,11,0.0909
79,0.0167,11,0.0909
80,0.0167,11,0.0909
81,0.0167,11,0.0909
82,0.0167,11,0.0909
83,0.0167,11,0.0909
84,0.0167,11,0.0909
85,0.0167,11,0.0909
86,0.0167,11,0.0909
87,0.0167,11,0.0909
88,0.0167,11,0.0909
89,0.0167,11,0.0909
90,0.0167,11,0.0909
91,0.0167,11,0.0909
92,0.0167,11,0.0909
93,0.0167,11,0.0909
94,0.0167,11,0.0909
95,0.0167,11,0.0909
96,0.0167,11,0.0909
97,0.0167,11,0.0909
98,0.0167,11,0.0909
99,0.0167,11,0.0909
100,0.0167,11,0.0909
101,0.0167,11,0.0909
102,0.0167,11,0.0909
103,0.0167,11,0.0909
104,0.0167,11,0.0909
105,0.0167,11,0.0909
106,0.0167,11,0.0909
107,0.0167,11,0.0909
108,0.0167,11,0.0909
109,0.0167,11,0.0909
110,0.0167,11,0.0909
111,0.0167,11,0.0909
112,0.0167,11,0.0909
113,0.0167,11,0.0909
114,0.0167,11,0.0909
115,0.0167,11,0.0909
116,0.0167,11,0.0909
117,0.0167,11,0.0909
118,0.0167,11,0.0909
119,0.0167,11,0.0909
120,0.0167,11,0.0909
121,0.0167,11,0.0909
122,0.0167,11,0.0909
123,0.0167,11,0.0909
124,0.0167,11,0.0909
125,0.0167,11,0.0909
126,0.0167,11,0.0909
127,0.0167,11,0.0909
128,0.0167,11,0.0909
129,0.0167,11,0.0909
130,0.0167,11,0.0909
131,0.0167,11,0.0909
132,0.0167,11,0.0909
133,0.0167,11,0.0909
134,0.0167,11,0.0909
135,0.0167,11,0.0909
136,0.0167,11,0.0909
137,0.0167,11,0.0909
138,0.0167,11,0.0909
139,0.0167,11,0.0909
140,0.0167,11,0.0909
141,0.0167,11,0.0909
142,0.0167,11,0.0909
143,0.0167,11,0.0909
144,0.0167,11,0.0909
145,0.0167,11,0.0909
146,0.0167,11,0.0909
147,0.0167,11,0.0909
148,0.0167,11,0.0909
149,0.0167,11,0.0909
150,0.0167,11,0.0909
151,0.0167,11,0.0909
152,0.0167,11,0.0909
153,0.0167,11,0.0909
154,0.0167,11,0.0909
155,0.0167,11,0.0909
156,0.0167,11,0.0909
157,0.0167,11,0.0909
158,0.0167,11,0.0909
159,0.0167,11,0.0909
160,0.0167,11,0.0909
