id,foi,R0,wave
203,0.1252,1,43
204,0.1252,1,43
205,0.1252,1,43
206,0.1252,1,43
207,0.1252,1,43
208,0.1252,1,43
209,0.1252,1,43
210,0.1252,1,43
211,0.1252,1,43
212,0.1252,1,43
213,0.1252,1,43
214,0.1252,1,43
215,0.1252,1,43
216,0.1252,1,43
217,0.1252,1,43
218,0.1252,1,43
219,0.1252,1,43
220,0.1252,1,43
221,0.1252,1,43
222,0.1252,1,43
223,0.1252,1,43
224,0.1252,1,43
225,0.1252,1,43
226,0.1252,1,43
227,0.1252,1,43
228,0.1252,1,43
229,0.1252,1,43
230,0.1252,1,43
231,0.1252,1,43
232,0.1252,1,43
233,0.1252,1,43
234,0.1252,1,43
235,0.1252,1,43
236,0.1252,1,43
237,0.1252,1,43
238,0.1252,1,43
239,0.1252,1,43
240,0.1252,1,43
241,0.1252,1,43
242,0.1252,1,43
243,0.1252,1,43
244,0.1252,1,43
245,0.1252,1,43
246,0.1252,1,43
247,0.1252,1,43
248,0.1252,1,43
249,0.1252,1,43
250,0.1252,1,43
251,0.1252,1,43
252,0.1252,1,43
253,0.1252,1,43
254,0.1252,1,43
255,0.1252,1,43
256,0.1252,1,43
257,0.1252,1,43
258,0.1252,1,43
259,0.1252,1,43
260,0.1252,1,43
261,0.1252,1,43
262,0.1252,1,43
263,0.1252,1,43
264,0.1252,1,43
265,0.1252,1,43
266,0.1252,1,43
267,0.1252,1,43
268,0.1252,1,43
269,0.1252,1,43
270,0.1252,1,43
271,0.1252,1,43
272,0.1252,1,43
273,0.1252,1,43
274,0.1252,1,43
275,0.1252,1,43
276,0.1252,1,43
277,0.1252,1,43
278,0.1252,1,43
279,0.1252,1,43
280,0.1252,1,43
281,0.1252,1,43
282,0.1252,1,43
283,0.1252,1,43
284,0.1252,1,43
285,0.1252,1,43
286,0.1252,1,43
287,0.1252,1,43
288,0.1252,1,43
289,0.1252,1,43
290,0.1252,1,43
291,0.1252,1,43
292,0.1252,1,43
293,0.1252,1,43
294,0.1252,1,43
295,0.1252,1,43
296,0.1252,1,43
297,0.1252,1,43
298,0.1252,1,43
299,0.1252,1,43
300,0.1252,1,43
301,0.1252,1,43
302,0.1252,1,43
303,0.1252,1,43
304,0.1252,1,43
305,0.1252,1,43
306,0.1252,1,43
307,0.1252,1,43
308,0.1252,1,43
309,0.1252,1,43
310,0.1252,1,43
311,0.1252,1,43
312,0.1252,1,43
313,0.1252,1,43
314,0.1252,1,43
315,0.1252,1,43
316,0.1252,1,43
317,0.1252,1,43
318,0.1252,1,43
319,0.1252,1,43
320,0.1252,1,43
321,0.1252,1,43
322,0.1252,1,43
323,0.1252,1,43
324,0.1252,1,43
325,0.1252,1,43
326,0.1252,1,43
327,0.1252,1,43
328,0.1252,1,43
329,0.1252,1,43
330,0.1252,1,43
331,0.1252,1,43
332,0.1252,1,43
333,0.1252,1,43
334,0.1252,1,43
335,0.1252,1,43
336,0.1252,1,43
337,0.1252,1,43
338,0.1252,1,43
339,0.1252,1,43
340,0.1252,1,43
341,0.1252,1,43
342,0.1252,1,43
343,0.1252,1,43
344,0.1252,1,43
345,0.1252,1,43
346,0.1252,1,43
347,0.1252,1,43
348,0.1252,1,43
349,0.1252,1,43
350,0.1252,1,43
351,0.1252,1,43
352,0.1252,1,43
353,0.1252,1,43
354,0.1252,1,43
355,0.1252,1,43
356,0.1252,1,43
357,0.1252,1,43
358,0.1252,1,43
359,0.1252,1,43
360,0.1252,1,43
361,0.1252,1,43
362,0.1252,1,43
363,0.1252,1,43
364,0.1252,1,43
365,0.1252,1,43
366,0.1252,1,43
367,0.1252,1,43
368,0.1252,1,43
369,0.1252,1,43
370,0.1252,1,43
371,0.1252,1,43
372,0.1252,1,43
373,0.1252,1,43
374,0.1252,1,43
375,0.1252,1,43
376,0.1252,1,43
377,0.1252,1,43
378,0.1252,1,43
379,0.1252,1,43
380,0.1252,1,43
381,0.1252,1,43
382,0.1252,1,43
383,0.1252,1,43
384,0.1252,1,43
385,0.1252,1,43
386,0.1252,1,43
387,0.1252,1,43
388,0.1252,1,43
389,0.1252,1,43
390,0.1252,1,43
391,0.1252,1,43
392,0.1252,1,43
393,0.1252,1,43
394,0.1252,1,43
395,0.1252,1,43
396,0.1252,1,43
397,0.1252,1,43
398,0.1252,1,43
399,0.1252,1,43
400,0.1252,1,43
401,0.1252,1,43
402,0.1252,1,43
403,0.1252,1,43
404,0.1252,1,43
405,0.1252,1,43
406,0.1252,1,43
407,0.1252,1,43
408,0.1252,1,43
409,0.1252,1,43
410,0.1252,1,43
411,0.1252,1,43
412,0.1252,1,43
413,0.1252,1,43
414,0.1252,1,43
415,0.1252,1,43
416,0.1252,1,43
417,0.1252,1,43
418,0.1252,1,43
419,0.1252,1,43
420,0.1252,1,43
421,0.1252,1,43
422,0.1252,1,43
423,0.1252,1,43
424,0.1252,1,43
425,0.1252,1,43
426,0.1252,1,43
427,0.1252,1,43
428,0.1252,1,43
429,0.1252,1,43
430,0.1252,1,43
431,0.1252,1,43
432,0.1252,1,43
433,0.1252,1,43
434,0.1252,1,43
435,0.1252,1,43
436,0.1252,1,43
437,0.1252,1,43
438,0.1252,1,43
439,0.1252,1,43
440,0.1252,1,43
441,0.1252,1,43
442,0.1252,1,43
443,0.1252,1,43
444,0.1252,1,43
445,0.1252,1,43
446,0.1252,1,43
447,0.1252,1,43
448,0.1252,1,43
449,0.1252,1,43
450,0.1252,1,43
451,0.1252,1,43
452,0.1252,1,43
453,0.1252,1,43
454,0.1252,1,43
455,0.1252,1,43
456,0.1252,1,43
457,0.1252,1,43
458,0.1252,1,43
459,0.1252,1,43
460,0.1252,1,43
461,0.1252,1,43
462,0.1252,1,43
463,0.1252,1,43
464,0.1252,1,43
465,0.1252,1,43
466,0.1252,1,43
467,0.1252,1,43
468,0.1252,1,43
469,0.1252,1,43
470,0.1252,1,43
471,0.1252,1,43
472,0.1252,1,43
473,0.1252,1,43
474,0.1252,1,43
475,0.1252,1,43
476,0.1252,1,43
477,0.1252,1,43
478,0.1252,1,43
479,0.1252,1,43
480,0.1252,1,43
481,0.1252,1,43
482,0.1252,1,43
483,0.1252,1,43
484,0.1252,1,43
485,0.1252,1,43
486,0.1252,1,43
487,0.1252,1,43
488,0.1252,1,43
489,0.1252,1,43
490,0.1252,1,43
491,0.1252,1,43
492,0.1252,1,43
493,0.1252,1,43
494,0.1252,1,43
495,0.1252,1,43
496,0.1252,1,43
497,0.1252,1,43
498,0.1252,1,43
499,0.1252,1,43
500,0.1252,1,43
501,0.1252,1,43
502,0.1252,1,43
503,0.1252,1,43
504,0.1252,1,43
505,0.1252,1,43
506,0.1252,1,43
507,0.1252,1,43
508,0.1252,1,43
509,0.1252,1,43
510,0.1252,1,43
511,0.1252,1,43
512,0.1252,1,43
513,0.1252,1,43
514,0.1252,1,43
515,0.1252,1,43
516,0.1252,1,43
517,0.1252,1,43
518,0.1252,1,43
519,0.1252,1,43
520,0.1252,1,43
521,0.1252,1,43
522,0.1252,1,43
523,0.1252,1,43
524,0.1252,1,43
525,0.1252,1,43
526,0.1252,1,43
527,0.1252,1,43
528,0.1252,1,43
529,0.1252,1,43
530,0.1252,1,43
531,0.1252,1,43
532,0.1252,1,43
533,0.1252,1,43
534,0.1252,1,43
535,0.1252,1,43
536,0.1252,1,43
537,0.1252,1,43
538,0.1252,1,43
539,0.1252,1,43
540,0.1252,1,43
541,0.1252,1,43
542,0.1252,1,43
543,0.1252,1,43
544,0.1252,1,43
545,0.1252,1,43
546,0.1252,1,43
547,0.1252,1,43
548,0.1252,1,43
549,0.1252,1,43
550,0.1252,1,43
551,0.1252,1,43
552,0.1252,1,43
553,0.1252,1,43
554,0.1252,1,43
555,0.1252,1,43
556,0.1252,1,43
557,0.1252,1,43
558,0.1252,1,43
559,0.1252,1,43
560,0.1252,1,43
561,0.1252,1,43
562,0.1252,1,43
563,0.1252,1,43
564,0.1252,1,43
565,0.1252,1,43
566,0.1252,1,43
567,0.1252,1,43
568,0.1252,1,43
569,0.1252,1,43
570,0.1252,1,43
571,0.1252,1,43
572,0.1252,1,43
573,0.1252,1,43
574,0.1252,1,43
575,0.1252,1,43
576,0.1252,1,43
577,0.1252,1,43
578,0.1252,1,43
579,0.1252,1,43
580,0.1252,1,43
581,0.1252,1,43
582,0.1252,1,43
583,0.1252,1,43
584,0.1252,1,43
585,0.1252,1,43
586,0.1252,1,43
587,0.1252,1,43
588,0.1252,1,43
589,0.1252,1,43
590,0.1252,1,43
591,0.1252,1,43
592,0.1252,1,43
593,0.1252,1,43
594,0.1252,1,43
595,0.1252,1,43
596,0.1252,1,43
597,0.1252,1,43
598,0.1252,1,43
599,0.1252,1,43
600,0.1252,1,43
601,0.1252,1,43
602,0.1252,1,43
603,0.1252,1,43
604,0.1252,1,43
605,0.1252,1,43
606,0.1252,1,43
607,0.1252,1,43
608,0.1252,1,43
609,0.1252,1,43
610,0.1252,1,43
611,0.1252,1,43
612,0.1252,1,43
613,0.1252,1,43
614,0.1252,1,43
615,0.1252,1,43
616,0.1252,1,43
617,0.1252,1,43
618,0.1252,1,43
619,0.1252,1,43
620,0.1252,1,43
621,0.1252,1,43
622,0.1252,1,43
623,0.1252,1,43
624,0.1252,1,43
625,0.1252,1,43
626,0.1252,1,43
627,0.1252,1,43
628,0.1252,1,43
629,0.1252,1,43
630,0.1252,1,43
631,0.1252,1,43
632,0.1252,1,43
633,0.1252,1,43
634,0.1252,1,43
635,0.1252,1,43
636,0.1252,1,43
637,0.1252,1,43
638,0.1252,1,43
639,0.1252,1,43
640,0.1252,1,43
641,0.1252,1,43
642,0.1252,1,43
643,0.1252,1,43
644,0.1252,1,43
645,0.1252,1,43
646,0.1252,1,43
647,0.1252,1,43
648,0.1252,1,43
649,0.1252,1,43
650,0.1252,1,43
651,0.1252,1,43
652,0.1252,1,43
653,0.1252,1,43
654,0.1252,1,43
655,0.1252,1,43
656,0.1252,1,43
657,0.1252,1,43
658,0.1252,1,43
659,0.1252,1,43
660,0.1252,1,43
661,0.1252,1,43
662,0.1252,1,43
663,0.1252,1,43
664,0.1252,1,43
665,0.1252,1,43
666,0.1252,1,43
667,0.1252,1,43
668,0.1252,1,43
669,0.1252,1,43
670,0.1252,1,43
671,0.1252,1,43
672,0.1252,1,43
673,0.1252,1,43
674,0.1252,1,43
675,0.1252,1,43
676,0.1252,1,43
677,0.1252,1,43
678,0.1252,1,43
679,0.1252,1,43
680,0.1252,1,43
681,0.1252,1,43
682,0.1252,1,43
683,0.1252,1,43
684,0.1252,1,43
685,0.1252,1,43
686,0.1252,1,43
687,0.1252,1,43
688,0.1252,1,43
689,0.1252,1,43
690,0.1252,1,43
691,0.1252,1,43
692,0.1252,1,43
693,0.1252,1,43
694,0.1252,1,43
695,0.1252,1,43
696,0.1252,1,43
697,0.1252,1,43
698,0.1252,1,43
699,0.1252,1,43
700,0.1252,1,43
701,0.1252,1,43
702,0.1252,1,43
703,0.1252,1,43
704,0.1252,1,43
705,0.1252,1,43
706,0.1252,1,43
707,0.1252,1,43
708,0.1252,1,43
709,0.1252,1,43
710,0.1252,1,43
711,0.1252,1,43
712,0.1252,1,43
713,0.1252,1,43
714,0.1252,1,43
715,0.1252,1,43
716,0.1252,1,43
717,0.1252,1,43
718,0.1252,1,43
719,0.1252,1,43
720,0.1252,1,43
721,0.1252,1,43
722,0.1252,1,43
723,0.1252,1,43
724,0.1252,1,43
725,0.1252,1,43
726,0.1252,1,43
727,0.1252,1,43
728,0.1252,1,43
729,0.1252,1,43
730,0.1252,1,43
731,0.1252,1,43
732,0.1252,1,43
733,0.1252,1,43
734,0.1252,1,43
735,0.1252,1,43
736,0.1252,1,43
737,0.1252,1,43
738,0.1252,1,43
739,0.1252,1,43
740,0.1252,1,43
741,0.1252,1,43
742,0.1252,1,43
743,0.1252,1,43
744,0.1252,1,43
745,0.1252,1,43
746,0.1252,1,43
747,0.1252,1,43
748,0.1252,1,43
749,0.1252,1,43
750,0.1252,1,43
751,0.1252,1,43
752,0.1252,1,43
753,0.1252,1,43
754,0.1252,1,43
755,0.1252,1,43
756,0.1252,1,43
757,0.1252,1,43
758,0.1252,1,43
759,0.1252,1,43
760,0.1252,1,43
761,0.1252,1,43
762,0.1252,1,43
763,0.1252,1,43
764,0.1252,1,43
765,0.1252,1,43
766,0.1252,1,43
767,0.1252,1,43
768,0.1252,1,43
769,0.1252,1,43
770,0.1252,1,43
771,0.1252,1,43
772,0.1252,1,43
773,0.1252,1,43
774,0.1252,1,43
775,0.1252,1,43
776,0.1252,1,43
777,0.1252,1,43
778,0.1252,1,43
779,0.1252,1,43
780,0.1252,1,43
781,0.1252,1,43
782,0.1252,1,43
783,0.1252,1,43
784,0.1252,1,43
785,0.1252,1,43
786,0.1252,1,43
787,0.1252,1,43
788,0.1252,1,43
789,0.1252,1,43
790,0.1252,1,43
791,0.1252,1,43
792,0.1252,1,43
793,0.1252,1,43
794,0.1252,1,43
795,0.1252,1,43
796,0.1252,1,43
797,0.1252,1,43
798,0.1252,1,43
799,0.1252,1,43
800,0.1252,1,43
801,0.1252,1,43
802,0.1252,1,43
803,0.1252,1,43
804,0.1252,1,43
805,0.1252,1,43
806,0.1252,1,43
807,0.1252,1,43
808,0.1252,1,43
809,0.1252,1,43
810,0.1252,1,43
811,0.1252,1,43
812,0.1252,1,43
813,0.1252,1,43
814,0.1252,1,43
815,0.1252,1,43
816,0.1252,1,43
817,0.1252,1,43
818,0.1252,1,43
819,0.1252,1,43
820,0.1252,1,43
821,0.1252,1,43
822,0.1252,1,43
823,0.1252,1,43
824,0.1252,1,43
825,0.1252,1,43
826,0.1252,1,43
827,0.1252,1,43
828,0.1252,1,43
829,0.1252,1,43
830,0.1252,1,43
831,0.1252,1,43
832,0.1252,1,43
833,0.1252,1,43
834,0.1252,1,43
835,0.1252,1,43
836,0.1252,1,43
837,0.1252,1,43
838,0.1252,1,43
839,0.1252,1,43
840,0.1252,1,43
841,0.1252,1,43
842,0.1252,1,43
843,0.1252,1,43
844,0.1252,1,43
845,0.1252,1,43
846,0.1252,1,43
847,0.1252,1,43
848,0.1252,1,43
849,0.1252,1,43
850,0.1252,1,43
851,0.1252,1,43
852,0.1252,1,43
853,0.1252,1,43
854,0.1252,1,43
855,0.1252,1,43
856,0.1252,1,43
857,0.1252,1,43
858,0.1252,1,43
859,0.1252,1,43
860,0.1252,1,43
861,0.1252,1,43
862,0.1252,1,43
863,0.1252,1,43
864,0.1252,1,43
865,0.1252,1,43
866,0.1252,1,43
867,0.1252,1,43
868,0.1252,1,43
869,0.1252,1,43
870,0.1252,1,43
871,0.1252,1,43
872,0.1252,1,43
873,0.1252,1,43
874,0.1252,1,43
875,0.1252,1,43
876,0.1252,1,43
877,0.1252,1,43
878,0.1252,1,43
879,0.1252,1,43
880,0.1252,1,43
881,0.1252,1,43
882,0.1252,1,43
883,0.1252,1,43
884,0.1252,1,43
885,0.1252,1,43
886,0.1252,1,43
887,0.1252,1,43
888,0.1252,1,43
889,0.1252,1,43
890,0.1252,1,43
891,0.1252,1,43
892,0.1252,1,43
893,0.1252,1,43
894,0.1252,1,43
895,0.1252,1,43
896,0.1252,1,43
897,0.1252,1,43
898,0.1252,1,43
899,0.1252,1,43
900,0.1252,1,43
901,0.1252,1,43
902,0.1252,1,43
903,0.1252,1,43
904,0.1252,1,43
905,0.1252,1,43
906,0.1252,1,43
907,0.1252,1,43
908,0.1252,1,43
909,0.1252,1,43
910,0.1252,1,43
911,0.1252,1,43
912,0.1252,1,43
913,0.1252,1,43
914,0.1252,1,43
915,0.1252,1,43
916,0.1252,1,43
917,0.1252,1,43
918,0.1252,1,43
919,0.1252,1,43
920,0.1252,1,43
921,0.1252,1,43
922,0.1252,1,43
923,0.1252,1,43
924,0.1252,1,43
925,0.1252,1,43
926,0.1252,1,43
927,0.1252,1,43
928,0.1252,1,43
929,0.1252,1,43
930,0.1252,1,43
931,0.1252,1,43
932,0.1252,1,43
933,0.1252,1,43
934,0.1252,1,43
935,0.1252,1,43
936,0.1252,1,43
937,0.1252,1,43
938,0.1252,1,43
939,0.1252,1,43
940,0.1252,1,43
941,0.1252,1,43
942,0.1252,1,43
943,0.1252,1,43
944,0.1252,1,43
945,0.1252,1,43
946,0.1252,1,43
947,0.1252,1,43
948,0.1252,1,43
949,0.1252,1,43
950,0.1252,1,43
951,0.1252,1,43
952,0.1252,1,43
953,0.1252,1,43
954,0.1252,1,43
955,0.1252,1,43
956,0.1252,1,43
957,0.1252,1,43
958,0.1252,1,43
959,0.1252,1,43
960,0.1252,1,43
961,0.1252,1,43
962,0.1252,1,43
963,0.1252,1,43
964,0.1252,1,43
965,0.1252,1,43
966,0.1252,1,43
967,0.1252,1,43
968,0.1252,1,43
969,0.1252,1,43
970,0.1252,1,43
971,0.1252,1,43
972,0.1252,1,43
973,0.1252,1,43
974,0.1252,1,43
975,0.1252,1,43
976,0.1252,1,43
977,0.1252,1,43
978,0.1252,1,43
979,0.1252,1,43
980,0.1252,1,43
981,0.1252,1,43
982,0.1252,1,43
983,0.1252,1,43
984,0.1252,1,43
985,0.1252,1,43
986,0.1252,1,43
987,0.1252,1,43
988,0.1252,1,43
989,0.1252,1,43
990,0.1252,1,43
991,0.1252,1,43
992,0.1252,1,43
993,0.1252,1,43
994,0.1252,1,43
995,0.1252,1,43
996,0.1252,1,43
997,0.1252,1,43
998,0.1252,1,43
999,0.1252,1,43
1000,0.1252,1,43
1001,0.1252,1,43
1002,0.1252,1,43
1003,0.1252,1,43
1004,0.1252,1,43
1005,0.1252,1,43
1006,0.1252,1,43
1007,0.1252,1,43
1008,0.1252,1,43
1009,0.1252,1,43
1010,0.1252,1,43
1011,0.1252,1,43
1012,0.1252,1,43
1013,0.1252,1,43
1014,0.1252,1,43
1015,0.1252,1,43
1016,0.1252,1,43
1017,0.1252,1,43
1018,0.1252,1,43
1019,0.1252,1,43
1020,0.1252,1,43
1021,0.1252,1,43
1022,0.1252,1,43
1023,0.1252,1,43
1024,0.1252,1,43
1025,0.1252,1,43
1026,0.1252,1,43
1027,0.1252,1,43
1028,0.1252,1,43
1029,0.1252,1,43
1030,0.1252,1,43
1031,0.1252,1,43
1032,0.1252,1,43
1033,0.1252,1,43
1034,0.1252,1,43
1035,0.1252,1,43
1036,0.1252,1,43
1037,0.1252,1,43
1038,0.1252,1,43
1039,0.1252,1,43
1040,0.1252,1,43
1041,0.1252,1,43
1042,0.1252,1,43
1043,0.1252,1,43
1044,0.1252,1,43
1045,0.1252,1,43
1046,0.1252,1,43
1047,0.1252,1,43
1048,0.1252,1,43
1049,0.1252,1,43
1050,0.1252,1,43
1051,0.1252,1,43
1052,0.1252,1,43
1053,0.1252,1,43
1054,0.1252,1,43
1055,0.1252,1,43
1056,0.1252,1,43
1057,0.1252,1,43
1058,0.1252,1,43
1059,0.1252,1,43
1060,0.1252,1,43
1061,0.1252,1,43
1062,0.1252,1,43
1063,0.1252,1,43
1064,0.1252,1,43
1065,0.1252,1,43
1066,0.1252,1,43
1067,0.1252,1,43
1068,0.1252,1,43
1069,0.1252,1,43
1070,0.1252,1,43
1071,0.1252,1,43
1072,0.1252,1,43
1073,0.1252,1,43
1074,0.1252,1,43
1075,0.1252,1,43
1076,0.1252,1,43
1077,0.1252,1,43
1078,0.1252,1,43
1079,0.1252,1,43
1080,0.1252,1,43
1081,0.1252,1,43
1082,0.1252,1,43
1083,0.1252,1,43
1084,0.1252,1,43
1085,0.1252,1,43
1086,0.1252,1,43
1087,0.1252,1,43
1088,0.1252,1,43
1089,0.1252,1,43
1090,0.1252,1,43
1091,0.1252,1,43
1092,0.1252,1,43
1093,0.1252,1,43
1094,0.1252,1,43
1095,0.1252,1,43
1096,0.1252,1,43
1097,0.1252,1,43
1098,0.1252,1,43
1099,0.1252,1,43
1100,0.1252,1,43
1101,0.1252,1,43
1102,0.1252,1,43
1103,0.1252,1,43
1104,0.1252,1,43
1105,0.1252,1,43
1106,0.1252,1,43
1107,0.1252,1,43
1108,0.1252,1,43
1109,0.1252,1,43
1110,0.1252,1,43
1111,0.1252,1,43
1112,0.1252,1,43
1113,0.1252,1,43
1114,0.1252,1,43
1115,0.1252,1,43
1116,0.1252,1,43
1117,0.1252,1,43
1118,0.1252,1,43
1119,0.1252,1,43
1120,0.1252,1,43
1121,0.1252,1,43
1122,0.1252,1,43
1123,0.1252,1,43
1124,0.1252,1,43
1125,0.1252,1,43
1126,0.1252,1,43
1127,0.1252,1,43
1128,0.1252,1,43
1129,0.1252,1,43
1130,0.1252,1,43
1131,0.1252,1,43
1132,0.1252,1,43
1133,0.1252,1,43
1134,0.1252,1,43
1135,0.1252,1,43
1136,0.1252,1,43
1137,0.1252,1,43
1138,0.1252,1,43
1139,0.1252,1,43
1140,0.1252,1,43
1141,0.1252,1,43
1142,0.1252,1,43
1143,0.1252,1,43
1144,0.1252,1,43
1145,0.1252,1,43
1146,0.1252,1,43
1147,0.1252,1,43
1148,0.1252,1,43
1149,0.1252,1,43
1150,0.1252,1,43
1151,0.1252,1,43
1152,0.1252,1,43
1153,0.1252,1,43
1154,0.1252,1,43
1155,0.1252,1,43
1156,0.1252,1,43
1157,0.1252,1,43
1158,0.1252,1,43
1159,0.1252,1,43
1160,0.1252,1,43
1161,0.1252,1,43
1162,0.1252,1,43
1163,0.1252,1,43
1164,0.1252,1,43
1165,0.1252,1,43
1166,0.1252,1,43
1167,0.1252,1,43
1168,0.1252,1,43
1169,0.1252,1,43
1170,0.1252,1,43
1171,0.1252,1,43
1172,0.1252,1,43
1173,0.1252,1,43
1174,0.1252,1,43
1175,0.1252,1,43
1176,0.1252,1,43
1177,0.1252,1,43
1178,0.1252,1,43
1179,0.1252,1,43
1180,0.1252,1,43
1181,0.1252,1,43
1182,0.1252,1,43
1183,0.1252,1,43
1184,0.1252,1,43
1185,0.1252,1,43
1186,0.1252,1,43
1187,0.1252,1,43
1188,0.1252,1,43
1189,0.1252,1,43
1190,0.1252,1,43
1191,0.1252,1,43
1192,0.1252,1,43
1193,0.1252,1,43
1194,0.1252,1,43
1195,0.1252,1,43
1196,0.1252,1,43
1197,0.1252,1,43
1198,0.1252,1,43
1199,0.1252,1,43
1200,0.1252,1,43
1201,0.1252,1,43
1202,0.1252,1,43
1203,0.1252,1,43
1204,0.1252,1,43
1205,0.1252,1,43
1206,0.1252,1,43
1207,0.1252,1,43
1208,0.1252,1,43
1209,0.1252,1,43
1210,0.1252,1,43
1211,0.1252,1,43
1212,0.1252,1,43
1213,0.1252,1,43
1214,0.1252,1,43
1215,0.1252,1,43
1216,0.1252,1,43
1217,0.1252,1,43
1218,0.1252,1,43
1219,0.1252,1,43
1220,0.1252,1,43
1221,0.1252,1,43
1222,0.1252,1,43
1223,0.1252,1,43
1224,0.1252,1,43
1225,0.1252,1,43
1226,0.1252,1,43
1227,0.1252,1,43
1228,0.1252,1,43
1229,0.1252,1,43
1230,0.1252,1,43
1231,0.1252,1,43
1232,0.1252,1,43
1233,0.1252,1,43
1234,0.1252,1,43
1235,0.1252,1,43
1236,0.1252,1,43
1237,0.1252,1,43
1238,0.1252,1,43
1239,0.1252,1,43
1240,0.1252,1,43
1241,0.1252,1,43
1242,0.1252,1,43
1243,0.1252,1,43
1244,0.1252,1,43
1245,0.1252,1,43
1246,0.1252,1,43
1247,0.1252,1,43
1248,0.1252,1,43
