hh_id,hh_type
HH2000112,NA
HH2000312,NA
HH2000412,NA
HH2000512,NA
HH2000912,NA
HH2001312,NA
HH2001712,NA
HH2001812,NA
HH2002312,NA
HH2002612,NA
HH2002812,NA
HH2002912,NA
HH2003012,NA
HH2003112,NA
HH2003412,NA
HH2003512,NA
HH2003712,NA
HH2003812,NA
HH2004012,NA
HH2004112,NA
HH2004512,NA
HH2004712,NA
HH2004912,NA
HH2005012,NA
HH2005312,NA
HH2005512,NA
HH2005612,NA
HH2005712,NA
HH2005812,NA
HH2006212,NA
HH2006512,NA
HH2006912,NA
HH2007012,NA
HH2007212,NA
HH2007312,NA
HH2007412,NA
HH2007512,NA
HH2007612,NA
HH2007712,NA
HH2007912,NA
HH2008012,NA
HH2008112,NA
HH2008212,NA
HH2008312,NA
HH2008412,NA
HH2008512,NA
HH2008712,NA
HH2008912,NA
HH2009112,NA
HH2009212,NA
HH2009312,NA
HH2009612,NA
HH2009712,NA
HH2009912,NA
HH2010012,NA
HH2010312,NA
HH2010512,NA
HH2010612,NA
HH2010712,NA
HH2010812,NA
HH2010912,NA
HH2011012,NA
HH2011112,NA
HH2011312,NA
HH2011412,NA
HH2011512,NA
HH2011612,NA
HH2011712,NA
HH2011812,NA
HH2011912,NA
HH2012012,NA
HH2012312,NA
HH2012412,NA
HH2012512,NA
HH2012612,NA
HH2012712,NA
HH2012912,NA
HH2013012,NA
HH2013112,NA
HH2013212,NA
HH2013312,NA
HH2013412,NA
HH2013612,NA
HH2013712,NA
HH2013812,NA
HH2014112,NA
HH2014212,NA
HH2014312,NA
HH2014412,NA
HH2014512,NA
HH2014812,NA
HH2014912,NA
HH2015112,NA
HH2015212,NA
HH2015312,NA
HH2015412,NA
HH2015612,NA
HH2015712,NA
HH2015812,NA
HH2016012,NA
HH2016112,NA
HH2016212,NA
HH2016312,NA
HH2016412,NA
HH2016712,NA
HH2016812,NA
HH2016912,NA
HH2017012,NA
HH2017112,NA
HH2017212,NA
HH2017412,NA
HH2017512,NA
HH2017612,NA
HH2017712,NA
HH2018112,NA
HH2018312,NA
HH2018412,NA
HH2018512,NA
HH2018712,NA
HH2018812,NA
HH2018912,NA
HH2019012,NA
HH2019112,NA
HH2019312,NA
HH2019412,NA
HH2019612,NA
HH2019812,NA
HH2020112,NA
HH2020212,NA
HH2020312,NA
HH2020412,NA
HH2020712,NA
HH2020812,NA
HH2021012,NA
HH2021112,NA
HH2021312,NA
HH2021512,NA
HH2021812,NA
HH2022512,NA
HH2022612,NA
HH2022912,NA
HH2023012,NA
HH2023312,NA
HH2023412,NA
HH2023512,NA
HH2023612,NA
HH2023812,NA
HH2023912,NA
HH2024112,NA
HH2024212,NA
HH2024312,NA
HH2024412,NA
HH2024612,NA
HH2024812,NA
HH2024912,NA
HH2025012,NA
HH2025112,NA
HH2025212,NA
HH2025412,NA
HH2025512,NA
HH2025712,NA
HH2025812,NA
HH2026312,NA
HH2026412,NA
HH2026912,NA
HH2027012,NA
HH2027112,NA
HH2027412,NA
HH2027512,NA
HH2027812,NA
HH2027912,NA
HH2028112,NA
HH2028312,NA
HH2028612,NA
HH2029012,NA
HH2029112,NA
HH2029412,NA
HH2029512,NA
HH2029612,NA
HH2029812,NA
HH2030112,NA
HH2030312,NA
HH2030412,NA
HH2030512,NA
HH2030612,NA
HH2030712,NA
HH2030812,NA
HH2031012,NA
HH2031312,NA
HH2031412,NA
HH2031612,NA
HH2031912,NA
HH2032012,NA
HH2032312,NA
HH2032412,NA
HH2032512,NA
HH2032612,NA
HH2032712,NA
HH2032912,NA
HH2033012,NA
HH2033112,NA
HH2033212,NA
HH2033412,NA
HH2033512,NA
HH2033712,NA
HH2033812,NA
HH2033912,NA
HH2034012,NA
HH2034112,NA
HH2034212,NA
HH2034312,NA
HH2034412,NA
HH2034512,NA
HH2034612,NA
HH2034712,NA
HH2034812,NA
HH2035012,NA
HH2035112,NA
HH2035512,NA
HH2035812,NA
HH2035912,NA
HH2036012,NA
HH2036112,NA
HH2036212,NA
HH2036512,NA
HH2036712,NA
HH2036812,NA
HH2037012,NA
HH2037112,NA
HH2037312,NA
HH2037712,NA
HH2037912,NA
HH2038012,NA
HH2038212,NA
HH2038312,NA
HH2038412,NA
HH2038512,NA
HH2038612,NA
HH2038712,NA
HH2039312,NA
HH2039412,NA
HH2039512,NA
HH2039612,NA
HH2039912,NA
HH2040012,NA
HH2040212,NA
HH2040312,NA
HH2040512,NA
HH2040612,NA
HH2040912,NA
HH2041112,NA
HH2041212,NA
HH2041312,NA
HH2041512,NA
HH2041612,NA
HH2041712,NA
HH2041912,NA
HH2042112,NA
HH2042212,NA
HH2042312,NA
HH2042712,NA
HH2042912,NA
HH2043312,NA
HH2043512,NA
HH2043812,NA
HH2043912,NA
HH2044112,NA
HH2044212,NA
HH2044312,NA
HH2044412,NA
HH2044512,NA
HH2044912,NA
HH2045412,NA
HH2045512,NA
HH2045812,NA
HH2045912,NA
HH2046012,NA
HH2046112,NA
HH2046212,NA
HH2046312,NA
HH2046612,NA
HH2046912,NA
HH2047012,NA
HH2047412,NA
HH2047512,NA
HH2047612,NA
HH2047712,NA
HH2047912,NA
HH2048012,NA
HH2048312,NA
HH2048412,NA
HH2048612,NA
HH2048712,NA
HH2048812,NA
HH2048912,NA
HH2049012,NA
HH2049412,NA
HH2049712,NA
HH2049912,NA
HH2050512,NA
HH2050612,NA
HH2051012,NA
HH2051112,NA
HH2051212,NA
HH2051312,NA
HH2051412,NA
HH2051612,NA
HH2051812,NA
HH2051912,NA
HH2052012,NA
HH2052112,NA
HH2052412,NA
HH2052512,NA
HH2052612,NA
HH2052812,NA
HH2052912,NA
HH2053112,NA
HH2053212,NA
