part_id,sday_id,day,month,year,dayofweek,wave,holiday
2205923,2021.06.01,1,6,2021,2,23,0
2206023,2021.05.29,29,5,2021,6,23,0
2206423,2021.05.27,27,5,2021,4,23,0
2206623,2021.05.30,30,5,2021,0,23,0
2206923,2021.05.26,26,5,2021,3,23,0
2207023,2021.05.25,25,5,2021,2,23,0
2208123,2021.05.27,27,5,2021,4,23,0
2208223,2021.05.26,26,5,2021,3,23,0
2208323,2021.05.26,26,5,2021,3,23,0
2208723,2021.05.30,30,5,2021,0,23,0
2209023,2021.05.30,30,5,2021,0,23,0
2209223,2021.05.25,25,5,2021,2,23,0
2209423,2021.05.29,29,5,2021,6,23,0
2209723,2021.05.25,25,5,2021,2,23,0
2209823,2021.05.25,25,5,2021,2,23,0
2210623,2021.05.29,29,5,2021,6,23,0
2211123,2021.05.30,30,5,2021,0,23,0
2211723,2021.05.26,26,5,2021,3,23,0
2211823,2021.05.26,26,5,2021,3,23,0
2211923,2021.05.30,30,5,2021,0,23,0
2212323,2021.05.26,26,5,2021,3,23,0
2212523,2021.05.26,26,5,2021,3,23,0
2212823,2021.05.26,26,5,2021,3,23,0
2213023,2021.05.25,25,5,2021,2,23,0
2213123,2021.05.27,27,5,2021,4,23,0
2213423,2021.05.30,30,5,2021,0,23,0
2213523,2021.05.26,26,5,2021,3,23,0
2213623,2021.05.26,26,5,2021,3,23,0
2214123,2021.05.30,30,5,2021,0,23,0
2214223,2021.05.29,29,5,2021,6,23,0
2214623,2021.05.27,27,5,2021,4,23,0
2214823,2021.05.30,30,5,2021,0,23,0
2214923,2021.05.29,29,5,2021,6,23,0
2215023,2021.05.30,30,5,2021,0,23,0
2215223,2021.05.28,28,5,2021,5,23,0
2215323,2021.05.30,30,5,2021,0,23,0
2215523,2021.05.29,29,5,2021,6,23,0
2215623,2021.05.29,29,5,2021,6,23,0
2216523,2021.05.26,26,5,2021,3,23,0
2216623,2021.05.30,30,5,2021,0,23,0
2216923,2021.05.26,26,5,2021,3,23,0
2217923,2021.05.29,29,5,2021,6,23,0
2218023,2021.05.29,29,5,2021,6,23,0
2218223,2021.05.30,30,5,2021,0,23,0
2218323,2021.05.25,25,5,2021,2,23,0
