part_id,sday_id,day,month,year,dayofweek,wave,holiday
2000112,2020.12.23,23,12,2020,3,12,1
2000312,2020.12.23,23,12,2020,3,12,1
2000412,2020.12.24,24,12,2020,4,12,1
2000512,2020.12.23,23,12,2020,3,12,1
2000912,2020.12.22,22,12,2020,2,12,1
2001312,2020.12.23,23,12,2020,3,12,1
2001712,2020.12.23,23,12,2020,3,12,1
2001812,2020.12.23,23,12,2020,3,12,1
2002312,2020.12.23,23,12,2020,3,12,1
2002612,2020.12.23,23,12,2020,3,12,1
2002812,2020.12.22,22,12,2020,2,12,1
2002912,2020.12.23,23,12,2020,3,12,1
2003012,2020.12.22,22,12,2020,2,12,1
2003112,2020.12.22,22,12,2020,2,12,1
2003412,2020.12.22,22,12,2020,2,12,1
2003512,2020.12.23,23,12,2020,3,12,1
2003712,2020.12.23,23,12,2020,3,12,1
2003812,2020.12.23,23,12,2020,3,12,1
2004012,2021.01.04,4,1,2021,1,12,0
2004112,2020.12.23,23,12,2020,3,12,1
2004512,2020.12.23,23,12,2020,3,12,1
2004712,2020.12.23,23,12,2020,3,12,1
2004912,2020.12.22,22,12,2020,2,12,1
2005012,2020.12.22,22,12,2020,2,12,1
2005312,2020.12.23,23,12,2020,3,12,1
2005512,2020.12.22,22,12,2020,2,12,1
2005612,2020.12.23,23,12,2020,3,12,1
2005712,2020.12.23,23,12,2020,3,12,1
2005812,2020.12.23,23,12,2020,3,12,1
2006212,2020.12.24,24,12,2020,4,12,1
2006512,2020.12.23,23,12,2020,3,12,1
2006912,2020.12.23,23,12,2020,3,12,1
2007012,2020.12.23,23,12,2020,3,12,1
2007212,2020.12.23,23,12,2020,3,12,1
2007312,2020.12.24,24,12,2020,4,12,1
2007412,2020.12.23,23,12,2020,3,12,1
2007512,2020.12.27,27,12,2020,0,12,1
2007612,2020.12.23,23,12,2020,3,12,1
2007712,2020.12.23,23,12,2020,3,12,1
2007912,2020.12.23,23,12,2020,3,12,1
2008012,2020.12.23,23,12,2020,3,12,1
2008112,2020.12.23,23,12,2020,3,12,1
2008212,2020.12.23,23,12,2020,3,12,1
2008312,2020.12.23,23,12,2020,3,12,1
2008412,2020.12.23,23,12,2020,3,12,1
2008512,2020.12.22,22,12,2020,2,12,1
2008712,2020.12.23,23,12,2020,3,12,1
2008912,2021.01.04,4,1,2021,1,12,0
2009112,2020.12.23,23,12,2020,3,12,1
2009212,2020.12.23,23,12,2020,3,12,1
2009312,2020.12.23,23,12,2020,3,12,1
2009612,2020.12.23,23,12,2020,3,12,1
2009712,2020.12.22,22,12,2020,2,12,1
2009912,2020.12.23,23,12,2020,3,12,1
2010012,2020.12.23,23,12,2020,3,12,1
2010312,2020.12.23,23,12,2020,3,12,1
2010512,2020.12.23,23,12,2020,3,12,1
2010612,2020.12.22,22,12,2020,2,12,1
2010712,2020.12.22,22,12,2020,2,12,1
2010812,2020.12.22,22,12,2020,2,12,1
2010912,2020.12.23,23,12,2020,3,12,1
2011012,2020.12.23,23,12,2020,3,12,1
2011112,2020.12.23,23,12,2020,3,12,1
2011312,2020.12.23,23,12,2020,3,12,1
2011412,2020.12.22,22,12,2020,2,12,1
2011512,2020.12.23,23,12,2020,3,12,1
2011612,2020.12.23,23,12,2020,3,12,1
2011712,2020.12.23,23,12,2020,3,12,1
2011812,2020.12.23,23,12,2020,3,12,1
2011912,2020.12.23,23,12,2020,3,12,1
2012012,2020.12.23,23,12,2020,3,12,1
2012312,2020.12.22,22,12,2020,2,12,1
2012412,2020.12.22,22,12,2020,2,12,1
2012512,2020.12.22,22,12,2020,2,12,1
2012612,2020.12.23,23,12,2020,3,12,1
2012712,2020.12.23,23,12,2020,3,12,1
2012912,2020.12.23,23,12,2020,3,12,1
2013012,2020.12.23,23,12,2020,3,12,1
2013112,2020.12.23,23,12,2020,3,12,1
2013212,2020.12.22,22,12,2020,2,12,1
2013312,2020.12.23,23,12,2020,3,12,1
2013412,2020.12.23,23,12,2020,3,12,1
2013612,2020.12.23,23,12,2020,3,12,1
2013712,2020.12.23,23,12,2020,3,12,1
2013812,2020.12.22,22,12,2020,2,12,1
2014112,2020.12.22,22,12,2020,2,12,1
2014212,2020.12.22,22,12,2020,2,12,1
2014312,2020.12.23,23,12,2020,3,12,1
2014412,2020.12.23,23,12,2020,3,12,1
2014512,2020.12.23,23,12,2020,3,12,1
2014812,2020.12.23,23,12,2020,3,12,1
2014912,2020.12.23,23,12,2020,3,12,1
2015112,2020.12.22,22,12,2020,2,12,1
2015212,2020.12.23,23,12,2020,3,12,1
2015312,2020.12.23,23,12,2020,3,12,1
2015412,2020.12.22,22,12,2020,2,12,1
2015612,2020.12.23,23,12,2020,3,12,1
2015712,2020.12.23,23,12,2020,3,12,1
2015812,2020.12.23,23,12,2020,3,12,1
2016012,2020.12.23,23,12,2020,3,12,1
2016112,2020.12.23,23,12,2020,3,12,1
2016212,2020.12.23,23,12,2020,3,12,1
2016312,2020.12.22,22,12,2020,2,12,1
2016412,2020.12.22,22,12,2020,2,12,1
2016712,2020.12.23,23,12,2020,3,12,1
2016812,2020.12.23,23,12,2020,3,12,1
2016912,2020.12.23,23,12,2020,3,12,1
2017012,2020.12.22,22,12,2020,2,12,1
2017112,2020.12.23,23,12,2020,3,12,1
2017212,2020.12.23,23,12,2020,3,12,1
2017412,2020.12.23,23,12,2020,3,12,1
2017512,2020.12.23,23,12,2020,3,12,1
2017612,2020.12.23,23,12,2020,3,12,1
2017712,2020.12.23,23,12,2020,3,12,1
2018112,2020.12.23,23,12,2020,3,12,1
2018312,2020.12.22,22,12,2020,2,12,1
2018412,2020.12.23,23,12,2020,3,12,1
2018512,2020.12.24,24,12,2020,4,12,1
2018712,2020.12.23,23,12,2020,3,12,1
2018812,2020.12.22,22,12,2020,2,12,1
2018912,2020.12.22,22,12,2020,2,12,1
2019012,2020.12.23,23,12,2020,3,12,1
2019112,2020.12.23,23,12,2020,3,12,1
2019312,2020.12.22,22,12,2020,2,12,1
2019412,2020.12.23,23,12,2020,3,12,1
2019612,2020.12.23,23,12,2020,3,12,1
2019812,2020.12.22,22,12,2020,2,12,1
2020112,2020.12.23,23,12,2020,3,12,1
2020212,2020.12.22,22,12,2020,2,12,1
2020312,2020.12.23,23,12,2020,3,12,1
2020412,2020.12.23,23,12,2020,3,12,1
2020712,2020.12.22,22,12,2020,2,12,1
2020812,2020.12.22,22,12,2020,2,12,1
2021012,2020.12.23,23,12,2020,3,12,1
2021112,2020.12.23,23,12,2020,3,12,1
2021312,2020.12.23,23,12,2020,3,12,1
2021512,2020.12.23,23,12,2020,3,12,1
2021812,2020.12.23,23,12,2020,3,12,1
2022512,2020.12.23,23,12,2020,3,12,1
2022612,2020.12.23,23,12,2020,3,12,1
2022912,2020.12.23,23,12,2020,3,12,1
2023012,2020.12.23,23,12,2020,3,12,1
2023312,2020.12.23,23,12,2020,3,12,1
2023412,2020.12.23,23,12,2020,3,12,1
2023512,2020.12.22,22,12,2020,2,12,1
2023612,2020.12.22,22,12,2020,2,12,1
2023812,2020.12.23,23,12,2020,3,12,1
2023912,2020.12.22,22,12,2020,2,12,1
2024112,2020.12.23,23,12,2020,3,12,1
2024212,2020.12.24,24,12,2020,4,12,1
2024312,2020.12.23,23,12,2020,3,12,1
2024412,2020.12.22,22,12,2020,2,12,1
2024612,2020.12.24,24,12,2020,4,12,1
2024812,2020.12.22,22,12,2020,2,12,1
2024912,2020.12.23,23,12,2020,3,12,1
2025012,2020.12.23,23,12,2020,3,12,1
2025112,2020.12.23,23,12,2020,3,12,1
2025212,2020.12.23,23,12,2020,3,12,1
2025412,2020.12.23,23,12,2020,3,12,1
2025512,2020.12.23,23,12,2020,3,12,1
2025712,2020.12.23,23,12,2020,3,12,1
2025812,2020.12.23,23,12,2020,3,12,1
2026312,2020.12.23,23,12,2020,3,12,1
2026412,2020.12.22,22,12,2020,2,12,1
2026912,2020.12.23,23,12,2020,3,12,1
2027012,2020.12.23,23,12,2020,3,12,1
2027112,2020.12.23,23,12,2020,3,12,1
2027412,2020.12.23,23,12,2020,3,12,1
2027512,2020.12.23,23,12,2020,3,12,1
2027812,2020.12.22,22,12,2020,2,12,1
2027912,2020.12.23,23,12,2020,3,12,1
2028112,2020.12.23,23,12,2020,3,12,1
2028312,2020.12.22,22,12,2020,2,12,1
2028612,2020.12.22,22,12,2020,2,12,1
2029012,2020.12.23,23,12,2020,3,12,1
2029112,2020.12.23,23,12,2020,3,12,1
2029412,2020.12.23,23,12,2020,3,12,1
2029512,2020.12.23,23,12,2020,3,12,1
2029612,2020.12.22,22,12,2020,2,12,1
2029812,2020.12.23,23,12,2020,3,12,1
2030112,2020.12.23,23,12,2020,3,12,1
2030312,2020.12.23,23,12,2020,3,12,1
2030412,2020.12.22,22,12,2020,2,12,1
2030512,2020.12.23,23,12,2020,3,12,1
2030612,2020.12.27,27,12,2020,0,12,1
2030712,2020.12.22,22,12,2020,2,12,1
2030812,2020.12.23,23,12,2020,3,12,1
2031012,2020.12.23,23,12,2020,3,12,1
2031312,2020.12.23,23,12,2020,3,12,1
2031412,2020.12.23,23,12,2020,3,12,1
2031612,2020.12.22,22,12,2020,2,12,1
2031912,2020.12.24,24,12,2020,4,12,1
2032012,2020.12.22,22,12,2020,2,12,1
2032312,2020.12.22,22,12,2020,2,12,1
2032412,2020.12.23,23,12,2020,3,12,1
2032512,2020.12.23,23,12,2020,3,12,1
2032612,2020.12.23,23,12,2020,3,12,1
2032712,2020.12.22,22,12,2020,2,12,1
2032912,2021.01.04,4,1,2021,1,12,0
2033012,2020.12.23,23,12,2020,3,12,1
2033112,2020.12.23,23,12,2020,3,12,1
2033212,2020.12.23,23,12,2020,3,12,1
2033412,2020.12.23,23,12,2020,3,12,1
2033512,2020.12.23,23,12,2020,3,12,1
2033712,2020.12.23,23,12,2020,3,12,1
2033812,2020.12.23,23,12,2020,3,12,1
2033912,2020.12.23,23,12,2020,3,12,1
2034012,2020.12.22,22,12,2020,2,12,1
2034112,2020.12.23,23,12,2020,3,12,1
2034212,2020.12.23,23,12,2020,3,12,1
2034312,2020.12.23,23,12,2020,3,12,1
2034412,2020.12.23,23,12,2020,3,12,1
2034512,2020.12.24,24,12,2020,4,12,1
2034612,2020.12.23,23,12,2020,3,12,1
2034712,2020.12.23,23,12,2020,3,12,1
2034812,2020.12.23,23,12,2020,3,12,1
2035012,2020.12.22,22,12,2020,2,12,1
2035112,2020.12.22,22,12,2020,2,12,1
2035512,2020.12.23,23,12,2020,3,12,1
2035812,2020.12.23,23,12,2020,3,12,1
2035912,2020.12.23,23,12,2020,3,12,1
2036012,2020.12.23,23,12,2020,3,12,1
2036112,2020.12.22,22,12,2020,2,12,1
2036212,2020.12.24,24,12,2020,4,12,1
2036512,2020.12.22,22,12,2020,2,12,1
2036712,2020.12.23,23,12,2020,3,12,1
2036812,2020.12.22,22,12,2020,2,12,1
2037012,2020.12.23,23,12,2020,3,12,1
2037112,2020.12.23,23,12,2020,3,12,1
2037312,2020.12.23,23,12,2020,3,12,1
2037712,2020.12.22,22,12,2020,2,12,1
2037912,2020.12.22,22,12,2020,2,12,1
2038012,2020.12.23,23,12,2020,3,12,1
2038212,2020.12.22,22,12,2020,2,12,1
2038312,2020.12.23,23,12,2020,3,12,1
2038412,2020.12.22,22,12,2020,2,12,1
2038512,2020.12.22,22,12,2020,2,12,1
2038612,2020.12.23,23,12,2020,3,12,1
2038712,2020.12.23,23,12,2020,3,12,1
2039312,2020.12.22,22,12,2020,2,12,1
2039412,2020.12.22,22,12,2020,2,12,1
2039512,2020.12.23,23,12,2020,3,12,1
2039612,2020.12.23,23,12,2020,3,12,1
2039912,2020.12.23,23,12,2020,3,12,1
2040012,2020.12.23,23,12,2020,3,12,1
2040212,2020.12.23,23,12,2020,3,12,1
2040312,2020.12.23,23,12,2020,3,12,1
2040512,2020.12.23,23,12,2020,3,12,1
2040612,2020.12.23,23,12,2020,3,12,1
2040912,2020.12.22,22,12,2020,2,12,1
2041112,2020.12.23,23,12,2020,3,12,1
2041212,2020.12.23,23,12,2020,3,12,1
2041312,2020.12.23,23,12,2020,3,12,1
2041512,2020.12.23,23,12,2020,3,12,1
2041612,2020.12.22,22,12,2020,2,12,1
2041712,2020.12.23,23,12,2020,3,12,1
2041912,2020.12.23,23,12,2020,3,12,1
2042112,2020.12.23,23,12,2020,3,12,1
2042212,2020.12.23,23,12,2020,3,12,1
2042312,2020.12.23,23,12,2020,3,12,1
2042712,2020.12.27,27,12,2020,0,12,1
2042912,2020.12.22,22,12,2020,2,12,1
2043312,2020.12.23,23,12,2020,3,12,1
2043512,2020.12.23,23,12,2020,3,12,1
2043812,2020.12.22,22,12,2020,2,12,1
2043912,2020.12.25,25,12,2020,5,12,1
2044112,2020.12.23,23,12,2020,3,12,1
2044212,2020.12.23,23,12,2020,3,12,1
2044312,2021.01.01,1,1,2021,5,12,1
2044412,2020.12.23,23,12,2020,3,12,1
2044512,2020.12.22,22,12,2020,2,12,1
2044912,2020.12.23,23,12,2020,3,12,1
2045412,2020.12.22,22,12,2020,2,12,1
2045512,2020.12.23,23,12,2020,3,12,1
2045812,2020.12.23,23,12,2020,3,12,1
2045912,2020.12.23,23,12,2020,3,12,1
2046012,2020.12.23,23,12,2020,3,12,1
2046112,2020.12.22,22,12,2020,2,12,1
2046212,2020.12.22,22,12,2020,2,12,1
2046312,2020.12.22,22,12,2020,2,12,1
2046612,2020.12.23,23,12,2020,3,12,1
2046912,2020.12.23,23,12,2020,3,12,1
2047012,2020.12.25,25,12,2020,5,12,1
2047412,2020.12.22,22,12,2020,2,12,1
2047512,2020.12.22,22,12,2020,2,12,1
2047612,2020.12.23,23,12,2020,3,12,1
2047712,2020.12.25,25,12,2020,5,12,1
2047912,2020.12.22,22,12,2020,2,12,1
2048012,2020.12.23,23,12,2020,3,12,1
2048312,2020.12.23,23,12,2020,3,12,1
2048412,2020.12.23,23,12,2020,3,12,1
2048612,2020.12.23,23,12,2020,3,12,1
2048712,2020.12.22,22,12,2020,2,12,1
2048812,2020.12.23,23,12,2020,3,12,1
2048912,2020.12.24,24,12,2020,4,12,1
2049012,2020.12.23,23,12,2020,3,12,1
2049412,2020.12.23,23,12,2020,3,12,1
2049712,2020.12.23,23,12,2020,3,12,1
2049912,2020.12.23,23,12,2020,3,12,1
2050512,2020.12.23,23,12,2020,3,12,1
2050612,2020.12.23,23,12,2020,3,12,1
2051012,2020.12.23,23,12,2020,3,12,1
2051112,2020.12.23,23,12,2020,3,12,1
2051212,2020.12.23,23,12,2020,3,12,1
2051312,2020.12.23,23,12,2020,3,12,1
2051412,2020.12.23,23,12,2020,3,12,1
2051612,2020.12.23,23,12,2020,3,12,1
2051812,2020.12.23,23,12,2020,3,12,1
2051912,2020.12.23,23,12,2020,3,12,1
2052012,2020.12.23,23,12,2020,3,12,1
2052112,2020.12.23,23,12,2020,3,12,1
2052412,2020.12.23,23,12,2020,3,12,1
2052512,2020.12.23,23,12,2020,3,12,1
2052612,2020.12.24,24,12,2020,4,12,1
2052812,2020.12.23,23,12,2020,3,12,1
2052912,2020.12.23,23,12,2020,3,12,1
2053112,2020.12.23,23,12,2020,3,12,1
2053212,2020.12.23,23,12,2020,3,12,1
2053312,2020.12.24,24,12,2020,4,12,1
2053412,2020.12.23,23,12,2020,3,12,1
2053512,2020.12.25,25,12,2020,5,12,1
2053712,2020.12.23,23,12,2020,3,12,1
2053912,2020.12.23,23,12,2020,3,12,1
2054012,2020.12.24,24,12,2020,4,12,1
2054112,2020.12.23,23,12,2020,3,12,1
2054212,2020.12.22,22,12,2020,2,12,1
2054412,2020.12.23,23,12,2020,3,12,1
2054512,2020.12.23,23,12,2020,3,12,1
2054812,2020.12.23,23,12,2020,3,12,1
2054912,2020.12.23,23,12,2020,3,12,1
2055212,2020.12.23,23,12,2020,3,12,1
2055312,2020.12.23,23,12,2020,3,12,1
2055412,2020.12.24,24,12,2020,4,12,1
2055512,2020.12.23,23,12,2020,3,12,1
2055612,2020.12.23,23,12,2020,3,12,1
2055712,2020.12.23,23,12,2020,3,12,1
2055812,2020.12.23,23,12,2020,3,12,1
2055912,2020.12.23,23,12,2020,3,12,1
2056012,2020.12.23,23,12,2020,3,12,1
2056112,2020.12.29,29,12,2020,2,12,1
2056512,2020.12.26,26,12,2020,6,12,1
2056612,2020.12.23,23,12,2020,3,12,1
2056712,2020.12.23,23,12,2020,3,12,1
2056912,2021.01.01,1,1,2021,5,12,1
2057012,2020.12.22,22,12,2020,2,12,1
2057112,2020.12.23,23,12,2020,3,12,1
2057212,2020.12.25,25,12,2020,5,12,1
2057312,2020.12.23,23,12,2020,3,12,1
2057512,2020.12.23,23,12,2020,3,12,1
2057612,2020.12.23,23,12,2020,3,12,1
2057712,2020.12.23,23,12,2020,3,12,1
2057912,2020.12.22,22,12,2020,2,12,1
2058012,2020.12.22,22,12,2020,2,12,1
2058212,2020.12.24,24,12,2020,4,12,1
2058412,2020.12.23,23,12,2020,3,12,1
2058612,2020.12.22,22,12,2020,2,12,1
2058812,2020.12.23,23,12,2020,3,12,1
2059212,2020.12.24,24,12,2020,4,12,1
2059312,2020.12.23,23,12,2020,3,12,1
2059412,2020.12.23,23,12,2020,3,12,1
2059512,2020.12.23,23,12,2020,3,12,1
2059612,2020.12.23,23,12,2020,3,12,1
2059712,2020.12.22,22,12,2020,2,12,1
2059812,2020.12.23,23,12,2020,3,12,1
2059912,2020.12.23,23,12,2020,3,12,1
2060112,2020.12.23,23,12,2020,3,12,1
2060212,2020.12.23,23,12,2020,3,12,1
2060312,2020.12.23,23,12,2020,3,12,1
2060712,2020.12.22,22,12,2020,2,12,1
2060812,2020.12.23,23,12,2020,3,12,1
2061012,2020.12.22,22,12,2020,2,12,1
2061212,2020.12.23,23,12,2020,3,12,1
2061412,2020.12.22,22,12,2020,2,12,1
2061612,2020.12.23,23,12,2020,3,12,1
2061912,2020.12.22,22,12,2020,2,12,1
2062012,2020.12.22,22,12,2020,2,12,1
2062112,2020.12.22,22,12,2020,2,12,1
2062212,2020.12.23,23,12,2020,3,12,1
2062312,2020.12.27,27,12,2020,0,12,1
2062512,2020.12.24,24,12,2020,4,12,1
2062612,2020.12.23,23,12,2020,3,12,1
2062712,2020.12.23,23,12,2020,3,12,1
2062812,2020.12.23,23,12,2020,3,12,1
2063012,2020.12.23,23,12,2020,3,12,1
2063212,2020.12.23,23,12,2020,3,12,1
2063412,2020.12.23,23,12,2020,3,12,1
2063512,2020.12.22,22,12,2020,2,12,1
2063812,2020.12.23,23,12,2020,3,12,1
2063912,2020.12.23,23,12,2020,3,12,1
2064112,2020.12.22,22,12,2020,2,12,1
2064212,2020.12.23,23,12,2020,3,12,1
2064412,2020.12.24,24,12,2020,4,12,1
2064512,2020.12.25,25,12,2020,5,12,1
2064612,2020.12.23,23,12,2020,3,12,1
2064712,2020.12.22,22,12,2020,2,12,1
2064812,2020.12.23,23,12,2020,3,12,1
2064912,2020.12.23,23,12,2020,3,12,1
2065012,2020.12.23,23,12,2020,3,12,1
2065112,2020.12.22,22,12,2020,2,12,1
2065312,2020.12.22,22,12,2020,2,12,1
2065412,2020.12.23,23,12,2020,3,12,1
2065512,2020.12.23,23,12,2020,3,12,1
2066412,2020.12.23,23,12,2020,3,12,1
2066512,2020.12.23,23,12,2020,3,12,1
2066812,2020.12.23,23,12,2020,3,12,1
2066912,2020.12.23,23,12,2020,3,12,1
2067112,2020.12.23,23,12,2020,3,12,1
2067612,2020.12.23,23,12,2020,3,12,1
2067912,2020.12.23,23,12,2020,3,12,1
2068212,2020.12.23,23,12,2020,3,12,1
2068312,2020.12.23,23,12,2020,3,12,1
2068712,2020.12.26,26,12,2020,6,12,1
2068812,2020.12.23,23,12,2020,3,12,1
2069012,2020.12.24,24,12,2020,4,12,1
2069312,2020.12.23,23,12,2020,3,12,1
2069512,2020.12.23,23,12,2020,3,12,1
2069712,2020.12.23,23,12,2020,3,12,1
2069812,2020.12.23,23,12,2020,3,12,1
2069912,2020.12.23,23,12,2020,3,12,1
2070312,2020.12.24,24,12,2020,4,12,1
2070512,2020.12.23,23,12,2020,3,12,1
2070912,2020.12.23,23,12,2020,3,12,1
2071012,2020.12.24,24,12,2020,4,12,1
2071212,2020.12.24,24,12,2020,4,12,1
2071312,2020.12.23,23,12,2020,3,12,1
2071412,2020.12.23,23,12,2020,3,12,1
2071612,2020.12.23,23,12,2020,3,12,1
2071812,2020.12.23,23,12,2020,3,12,1
2071912,2020.12.23,23,12,2020,3,12,1
2072112,2020.12.23,23,12,2020,3,12,1
2072212,2020.12.23,23,12,2020,3,12,1
2072312,2020.12.23,23,12,2020,3,12,1
2072412,2020.12.23,23,12,2020,3,12,1
2072712,2020.12.23,23,12,2020,3,12,1
2072812,2020.12.23,23,12,2020,3,12,1
2073112,2020.12.23,23,12,2020,3,12,1
2073212,2020.12.23,23,12,2020,3,12,1
2073512,2020.12.24,24,12,2020,4,12,1
2073612,2020.12.23,23,12,2020,3,12,1
2073812,2020.12.23,23,12,2020,3,12,1
2073912,2020.12.23,23,12,2020,3,12,1
2074212,2020.12.23,23,12,2020,3,12,1
2074412,2020.12.23,23,12,2020,3,12,1
2074512,2020.12.23,23,12,2020,3,12,1
2074812,2020.12.23,23,12,2020,3,12,1
2074912,2020.12.23,23,12,2020,3,12,1
2075012,2020.12.23,23,12,2020,3,12,1
2075112,2020.12.23,23,12,2020,3,12,1
2075212,2020.12.26,26,12,2020,6,12,1
2075312,2020.12.24,24,12,2020,4,12,1
2075512,2020.12.23,23,12,2020,3,12,1
2075612,2020.12.23,23,12,2020,3,12,1
2075712,2020.12.23,23,12,2020,3,12,1
2075912,2020.12.25,25,12,2020,5,12,1
2076112,2020.12.23,23,12,2020,3,12,1
2076212,2020.12.23,23,12,2020,3,12,1
2076312,2020.12.23,23,12,2020,3,12,1
2076512,2020.12.25,25,12,2020,5,12,1
2076612,2020.12.24,24,12,2020,4,12,1
2076812,2020.12.23,23,12,2020,3,12,1
2077012,2020.12.28,28,12,2020,1,12,1
2077312,2020.12.26,26,12,2020,6,12,1
2077512,2020.12.23,23,12,2020,3,12,1
2077812,2020.12.23,23,12,2020,3,12,1
2078112,2020.12.23,23,12,2020,3,12,1
2078312,2020.12.23,23,12,2020,3,12,1
2078412,2020.12.23,23,12,2020,3,12,1
2078612,2020.12.23,23,12,2020,3,12,1
2078712,2020.12.23,23,12,2020,3,12,1
2078812,2020.12.23,23,12,2020,3,12,1
2079012,2020.12.23,23,12,2020,3,12,1
2079212,2020.12.23,23,12,2020,3,12,1
2079512,2020.12.23,23,12,2020,3,12,1
2080012,2020.12.23,23,12,2020,3,12,1
2080112,2020.12.23,23,12,2020,3,12,1
2080212,2020.12.23,23,12,2020,3,12,1
2080312,2020.12.23,23,12,2020,3,12,1
2080512,2020.12.23,23,12,2020,3,12,1
2080612,2020.12.23,23,12,2020,3,12,1
2080712,2020.12.23,23,12,2020,3,12,1
2080912,2020.12.23,23,12,2020,3,12,1
2081412,2020.12.23,23,12,2020,3,12,1
2081512,2020.12.23,23,12,2020,3,12,1
2081612,2020.12.23,23,12,2020,3,12,1
2081812,2020.12.23,23,12,2020,3,12,1
2082012,2020.12.23,23,12,2020,3,12,1
2082112,2020.12.23,23,12,2020,3,12,1
2082212,2020.12.23,23,12,2020,3,12,1
2082312,2020.12.23,23,12,2020,3,12,1
2082412,2020.12.23,23,12,2020,3,12,1
2082512,2020.12.23,23,12,2020,3,12,1
2082612,2020.12.23,23,12,2020,3,12,1
2082712,2020.12.23,23,12,2020,3,12,1
2082812,2020.12.23,23,12,2020,3,12,1
2083012,2020.12.23,23,12,2020,3,12,1
2083112,2020.12.23,23,12,2020,3,12,1
2083212,2020.12.23,23,12,2020,3,12,1
2083312,2020.12.23,23,12,2020,3,12,1
2083412,2020.12.23,23,12,2020,3,12,1
2083512,2020.12.23,23,12,2020,3,12,1
2083712,2020.12.27,27,12,2020,0,12,1
2083812,2020.12.23,23,12,2020,3,12,1
2083912,2020.12.23,23,12,2020,3,12,1
2084112,2020.12.23,23,12,2020,3,12,1
2084312,2020.12.23,23,12,2020,3,12,1
2084512,2021.01.04,4,1,2021,1,12,0
2084612,2020.12.23,23,12,2020,3,12,1
2084812,2020.12.24,24,12,2020,4,12,1
2085712,2020.12.24,24,12,2020,4,12,1
2085812,2020.12.23,23,12,2020,3,12,1
2086012,2020.12.23,23,12,2020,3,12,1
2086212,2020.12.23,23,12,2020,3,12,1
2086312,2020.12.24,24,12,2020,4,12,1
2086412,2020.12.23,23,12,2020,3,12,1
2086512,2020.12.23,23,12,2020,3,12,1
2086612,2020.12.23,23,12,2020,3,12,1
2086912,2020.12.23,23,12,2020,3,12,1
2087012,2020.12.23,23,12,2020,3,12,1
2087112,2020.12.23,23,12,2020,3,12,1
2087312,2020.12.23,23,12,2020,3,12,1
2087612,2020.12.23,23,12,2020,3,12,1
2087912,2020.12.25,25,12,2020,5,12,1
2088012,2020.12.23,23,12,2020,3,12,1
2088112,2020.12.25,25,12,2020,5,12,1
2088312,2020.12.25,25,12,2020,5,12,1
2088412,2020.12.24,24,12,2020,4,12,1
2088912,2020.12.23,23,12,2020,3,12,1
2089012,2020.12.23,23,12,2020,3,12,1
2089212,2020.12.25,25,12,2020,5,12,1
2089612,2021.01.04,4,1,2021,1,12,0
2090112,2020.12.25,25,12,2020,5,12,1
2090212,2020.12.23,23,12,2020,3,12,1
2090412,2020.12.23,23,12,2020,3,12,1
2090512,2020.12.23,23,12,2020,3,12,1
2090712,2020.12.24,24,12,2020,4,12,1
2090812,2020.12.23,23,12,2020,3,12,1
2090912,2020.12.25,25,12,2020,5,12,1
2091012,2020.12.23,23,12,2020,3,12,1
2091112,2020.12.23,23,12,2020,3,12,1
2091312,2020.12.24,24,12,2020,4,12,1
2091412,2020.12.23,23,12,2020,3,12,1
2091812,2020.12.23,23,12,2020,3,12,1
2092212,2020.12.23,23,12,2020,3,12,1
2092312,2020.12.24,24,12,2020,4,12,1
2092512,2020.12.23,23,12,2020,3,12,1
2092612,2020.12.23,23,12,2020,3,12,1
2092912,2020.12.25,25,12,2020,5,12,1
2093112,2020.12.23,23,12,2020,3,12,1
2093412,2020.12.23,23,12,2020,3,12,1
2093612,2020.12.23,23,12,2020,3,12,1
2093912,2020.12.23,23,12,2020,3,12,1
2094012,2020.12.23,23,12,2020,3,12,1
2094112,2020.12.23,23,12,2020,3,12,1
2094512,2020.12.23,23,12,2020,3,12,1
2094612,2020.12.23,23,12,2020,3,12,1
2095112,2020.12.27,27,12,2020,0,12,1
2095212,2020.12.24,24,12,2020,4,12,1
2095712,2020.12.23,23,12,2020,3,12,1
2095812,2020.12.23,23,12,2020,3,12,1
2096112,2020.12.23,23,12,2020,3,12,1
2096212,2020.12.23,23,12,2020,3,12,1
2096412,2020.12.23,23,12,2020,3,12,1
2096712,2020.12.24,24,12,2020,4,12,1
2096812,2020.12.25,25,12,2020,5,12,1
2096912,2020.12.23,23,12,2020,3,12,1
2097012,2020.12.25,25,12,2020,5,12,1
2097112,2020.12.24,24,12,2020,4,12,1
2097212,2020.12.23,23,12,2020,3,12,1
2097412,2020.12.23,23,12,2020,3,12,1
2097812,2020.12.28,28,12,2020,1,12,1
2098412,2020.12.23,23,12,2020,3,12,1
2098812,2020.12.24,24,12,2020,4,12,1
2099012,2020.12.23,23,12,2020,3,12,1
2099212,2020.12.23,23,12,2020,3,12,1
2099412,2020.12.23,23,12,2020,3,12,1
2099712,2020.12.24,24,12,2020,4,12,1
2099812,2020.12.23,23,12,2020,3,12,1
2099912,2020.12.23,23,12,2020,3,12,1
2100112,2020.12.23,23,12,2020,3,12,1
2100212,2020.12.26,26,12,2020,6,12,1
2100312,2020.12.23,23,12,2020,3,12,1
2100512,2020.12.23,23,12,2020,3,12,1
